ts,raw_demand
2025-05-29 20:45:00,4635.0
2025-05-29 21:00:00,4640.57
2025-05-29 21:15:00,4613.97
2025-05-29 21:30:00,4651.33
2025-05-29 21:45:00,4840.83
2025-05-29 22:00:00,4778.09
2025-05-29 22:15:00,4871.49
2025-05-29 22:30:00,4811.2
2025-05-29 22:45:00,4773.21
2025-05-29 23:00:00,4689.78
2025-05-29 23:15:00,4709.35
2025-05-29 23:30:00,4701.65
2025-05-29 23:45:00,4588.57
2025-05-30 00:00:00,4667.85
2025-05-30 00:15:00,4545.26
2025-05-30 00:30:00,4471.36
2025-05-30 00:45:00,4361.72
2025-05-30 01:00:00,4263.66
2025-05-30 01:15:00,4186.69
2025-05-30 01:30:00,4137.27
2025-05-30 01:45:00,4059.99
2025-05-30 02:00:00,4049.15
2025-05-30 02:15:00,3949.16
2025-05-30 02:30:00,3877.51
2025-05-30 02:45:00,3893.63
2025-05-30 03:00:00,3851.86
2025-05-30 03:15:00,3765.72
2025-05-30 03:30:00,3748.98
2025-05-30 03:45:00,3740.82
2025-05-30 04:00:00,3668.68
2025-05-30 04:15:00,3678.89
2025-05-30 04:30:00,3620.48
2025-05-30 04:45:00,3643.98
2025-05-30 05:00:00,3668.91
2025-05-30 05:15:00,3664.56
2025-05-30 05:30:00,3686.69
2025-05-30 05:45:00,3725.07
2025-05-30 06:00:00,3702.82
2025-05-30 06:15:00,3663.04
2025-05-30 06:30:00,3699.13
2025-05-30 06:45:00,3675.04
2025-05-30 07:00:00,3637.97
2025-05-30 07:15:00,3617.87
2025-05-30 07:30:00,3506.18
2025-05-30 07:45:00,3475.99
2025-05-30 08:00:00,3421.72
2025-05-30 08:15:00,3412.46
2025-05-30 08:30:00,3388.91
2025-05-30 08:45:00,3428.24
2025-05-30 09:00:00,3420.48
2025-05-30 09:15:00,3475.17
2025-05-30 09:30:00,3578.98
2025-05-30 09:45:00,3613.73
2025-05-30 10:00:00,3627.78
2025-05-30 10:15:00,3581.51
2025-05-30 10:30:00,3546.82
2025-05-30 10:45:00,3600.79
2025-05-30 11:00:00,3549.47
2025-05-30 11:15:00,3611.05
2025-05-30 11:30:00,3536.64
2025-05-30 11:45:00,3557.46
2025-05-30 12:00:00,3664.84
2025-05-30 12:15:00,3680.69
2025-05-30 12:30:00,3606.84
2025-05-30 12:45:00,3639.35
2025-05-30 13:00:00,3596.25
2025-05-30 13:15:00,3618.28
2025-05-30 13:30:00,3720.75
2025-05-30 13:45:00,3736.95
2025-05-30 14:00:00,3866.07
2025-05-30 14:15:00,4001.64
2025-05-30 14:30:00,4073.13
2025-05-30 14:45:00,4100.41
2025-05-30 15:00:00,4140.55
2025-05-30 15:15:00,4224.93
2025-05-30 15:30:00,4277.27
2025-05-30 15:45:00,4334.53
2025-05-30 16:00:00,4279.84
2025-05-30 16:15:00,4271.8
2025-05-30 16:30:00,4219.22
2025-05-30 16:45:00,4252.87
2025-05-30 17:00:00,4190.9
2025-05-30 17:15:00,4194.67
2025-05-30 17:30:00,4266.62
2025-05-30 17:45:00,4196.5
2025-05-30 18:00:00,4194.31
2025-05-30 18:15:00,4200.37
2025-05-30 18:30:00,4325.64
2025-05-30 18:45:00,4505.89
2025-05-30 19:00:00,4650.1
2025-05-30 19:15:00,4668.01
2025-05-30 19:30:00,4681.97
2025-05-30 19:45:00,4697.99
2025-05-30 20:00:00,4669.07
2025-05-30 20:15:00,4689.76
2025-05-30 20:30:00,4692.85
2025-05-30 20:45:00,4679.66
2025-05-30 21:00:00,4727.23
2025-05-30 21:15:00,4803.1
2025-05-30 21:30:00,4766.57
2025-05-30 21:45:00,4871.22
2025-05-30 22:00:00,5027.97
2025-05-30 22:15:00,4986.27
2025-05-30 22:30:00,4869.2
2025-05-30 22:45:00,4833.41
2025-05-30 23:00:00,4901.13
2025-05-30 23:15:00,4784.49
2025-05-30 23:30:00,4706.76
2025-05-30 23:45:00,4734.07
2025-05-31 00:00:00,4323.41
2025-05-31 00:15:00,4232.4
2025-05-31 00:30:00,4159.77
2025-05-31 00:45:00,4043.19
2025-05-31 01:00:00,3958.27
2025-05-31 01:15:00,3987.22
2025-05-31 01:30:00,3877.05
2025-05-31 01:45:00,3808.16
2025-05-31 02:00:00,3808.06
2025-05-31 02:15:00,3701.37
2025-05-31 02:30:00,3636.63
2025-05-31 02:45:00,3644.57
2025-05-31 03:00:00,3601.61
2025-05-31 03:15:00,3570.83
2025-05-31 03:30:00,3571.12
2025-05-31 03:45:00,3533.78
2025-05-31 04:00:00,3501.09
2025-05-31 04:15:00,3419.64
2025-05-31 04:30:00,3427.64
2025-05-31 04:45:00,3407.45
2025-05-31 05:00:00,3411.81
2025-05-31 05:15:00,3394.95
2025-05-31 05:30:00,3439.53
2025-05-31 05:45:00,3431.13
2025-05-31 06:00:00,3442.02
2025-05-31 06:15:00,3514.22
2025-05-31 06:30:00,3489.76
2025-05-31 06:45:00,3390.09
2025-05-31 07:00:00,3399.49
2025-05-31 07:15:00,3411.85
2025-05-31 07:30:00,3276.11
2025-05-31 07:45:00,3273.86
2025-05-31 08:00:00,3240.86
2025-05-31 08:15:00,3270.56
2025-05-31 08:30:00,3242.43
2025-05-31 08:45:00,3187.11
2025-05-31 09:00:00,3273.77
2025-05-31 09:15:00,3246.51
2025-05-31 09:30:00,3368.83
2025-05-31 09:45:00,3369.9
2025-05-31 10:00:00,3392.79
2025-05-31 10:15:00,3402.18
2025-05-31 10:30:00,3332.98
2025-05-31 10:45:00,3405.89
2025-05-31 11:00:00,3379.12
2025-05-31 11:15:00,3365.82
2025-05-31 11:30:00,3369.18
2025-05-31 11:45:00,3397.14
2025-05-31 12:00:00,3344.46
2025-05-31 12:15:00,3417.35
2025-05-31 12:30:00,3387.03
2025-05-31 12:45:00,3426.73
2025-05-31 13:00:00,3402.64
2025-05-31 13:15:00,3389.18
2025-05-31 13:30:00,3428.91
2025-05-31 13:45:00,3472.38
2025-05-31 14:00:00,3622.33
2025-05-31 14:15:00,3699.41
2025-05-31 14:30:00,3747.94
2025-05-31 14:45:00,3818.02
2025-05-31 15:00:00,3878.77
2025-05-31 15:15:00,3968.99
2025-05-31 15:30:00,3999.65
2025-05-31 15:45:00,3961.59
2025-05-31 16:00:00,4013.25
2025-05-31 16:15:00,3986.67
2025-05-31 16:30:00,3951.9
2025-05-31 16:45:00,4013.29
2025-05-31 17:00:00,4017.44
2025-05-31 17:15:00,4014.27
2025-05-31 17:30:00,3944.5
2025-05-31 17:45:00,3971.54
2025-05-31 18:00:00,3940.49
2025-05-31 18:15:00,3961.92
2025-05-31 18:30:00,4046.16
2025-05-31 18:45:00,4227.62
2025-05-31 19:00:00,4380.95
2025-05-31 19:15:00,4409.0
2025-05-31 19:30:00,4482.1
2025-05-31 19:45:00,4480.6
2025-05-31 20:00:00,4448.38
2025-05-31 20:15:00,4450.7
2025-05-31 20:30:00,4353.16
2025-05-31 20:45:00,4429.32
2025-05-31 21:00:00,4419.48
2025-05-31 21:15:00,4506.85
2025-05-31 21:30:00,4462.84
2025-05-31 21:45:00,4571.8
2025-05-31 22:00:00,4718.96
2025-05-31 22:15:00,4593.23
2025-05-31 22:30:00,4592.18
2025-05-31 22:45:00,4501.63
2025-05-31 23:00:00,4597.05
2025-05-31 23:15:00,4463.4
2025-05-31 23:30:00,4449.53
2025-05-31 23:45:00,4478.79
2025-06-01 00:00:00,3842.29
2025-06-01 00:15:00,3845.65
2025-06-01 00:30:00,3794.66
2025-06-01 00:45:00,3729.56
2025-06-01 01:00:00,3641.49
2025-06-01 01:15:00,3538.73
2025-06-01 01:30:00,3550.75
2025-06-01 01:45:00,3468.69
2025-06-01 02:00:00,3459.46
2025-06-01 02:15:00,3405.6
2025-06-01 02:30:00,3297.15
2025-06-01 02:45:00,3313.6
2025-06-01 03:00:00,3254.54
2025-06-01 03:15:00,3212.68
2025-06-01 03:30:00,3165.36
2025-06-01 03:45:00,3150.71
2025-06-01 04:00:00,3173.65
2025-06-01 04:15:00,3087.08
2025-06-01 04:30:00,3143.22
2025-06-01 04:45:00,3110.08
2025-06-01 05:00:00,3142.88
2025-06-01 05:15:00,3120.0
2025-06-01 05:30:00,3088.81
2025-06-01 05:45:00,3072.68
2025-06-01 06:00:00,3086.7
2025-06-01 06:15:00,3158.36
2025-06-01 06:30:00,3137.4
2025-06-01 06:45:00,3082.15
2025-06-01 07:00:00,3070.9
2025-06-01 07:15:00,3042.34
2025-06-01 07:30:00,2999.69
2025-06-01 07:45:00,2913.78
2025-06-01 08:00:00,2939.63
2025-06-01 08:15:00,2897.28
2025-06-01 08:30:00,2874.39
2025-06-01 08:45:00,2888.75
2025-06-01 09:00:00,2961.41
2025-06-01 09:15:00,2994.28
2025-06-01 09:30:00,3037.28
2025-06-01 09:45:00,3032.62
2025-06-01 10:00:00,3021.03
2025-06-01 10:15:00,3071.52
2025-06-01 10:30:00,3049.54
2025-06-01 10:45:00,3032.71
2025-06-01 11:00:00,3010.14
2025-06-01 11:15:00,3038.27
2025-06-01 11:30:00,3007.83
2025-06-01 11:45:00,3086.3
2025-06-01 12:00:00,3094.98
2025-06-01 12:15:00,3026.6
2025-06-01 12:30:00,3057.29
2025-06-01 12:45:00,3093.46
2025-06-01 13:00:00,3031.45
2025-06-01 13:15:00,3063.76
2025-06-01 13:30:00,3138.46
2025-06-01 13:45:00,3161.44
2025-06-01 14:00:00,3235.11
2025-06-01 14:15:00,3387.91
2025-06-01 14:30:00,3467.68
2025-06-01 14:45:00,3468.16
2025-06-01 15:00:00,3531.38
2025-06-01 15:15:00,3546.73
2025-06-01 15:30:00,3612.58
2025-06-01 15:45:00,3576.28
2025-06-01 16:00:00,3593.04
2025-06-01 16:15:00,3648.09
2025-06-01 16:30:00,3640.12
2025-06-01 16:45:00,3570.18
2025-06-01 17:00:00,3539.64
2025-06-01 17:15:00,3591.16
2025-06-01 17:30:00,3545.6
2025-06-01 17:45:00,3599.97
2025-06-01 18:00:00,3558.85
2025-06-01 18:15:00,3566.46
2025-06-01 18:30:00,3693.25
2025-06-01 18:45:00,3889.92
2025-06-01 19:00:00,3939.7
2025-06-01 19:15:00,4024.03
2025-06-01 19:30:00,3945.05
2025-06-01 19:45:00,4043.88
2025-06-01 20:00:00,3997.46
2025-06-01 20:15:00,3978.67
2025-06-01 20:30:00,4018.9
2025-06-01 20:45:00,3914.38
2025-06-01 21:00:00,4004.2
2025-06-01 21:15:00,4021.71
2025-06-01 21:30:00,4047.66
2025-06-01 21:45:00,4116.42
2025-06-01 22:00:00,4155.51
2025-06-01 22:15:00,4169.64
2025-06-01 22:30:00,4138.93
2025-06-01 22:45:00,4106.46
2025-06-01 23:00:00,4036.21
2025-06-01 23:15:00,4011.95
2025-06-01 23:30:00,4039.62
2025-06-01 23:45:00,4001.79
2025-06-02 00:00:00,4013.54
2025-06-02 00:15:00,4055.27
2025-06-02 00:30:00,3913.85
2025-06-02 00:45:00,3869.76
2025-06-02 01:00:00,3761.06
2025-06-02 01:15:00,3737.74
2025-06-02 01:30:00,3716.85
2025-06-02 01:45:00,3605.43
2025-06-02 02:00:00,3591.88
2025-06-02 02:15:00,3515.63
2025-06-02 02:30:00,3496.32
2025-06-02 02:45:00,3450.27
2025-06-02 03:00:00,3406.45
2025-06-02 03:15:00,3367.45
2025-06-02 03:30:00,3338.62
2025-06-02 03:45:00,3281.4
2025-06-02 04:00:00,3318.21
2025-06-02 04:15:00,3253.62
2025-06-02 04:30:00,3287.55
2025-06-02 04:45:00,3191.42
2025-06-02 05:00:00,3268.0
2025-06-02 05:15:00,3210.77
2025-06-02 05:30:00,3283.19
2025-06-02 05:45:00,3264.2
2025-06-02 06:00:00,3250.83
2025-06-02 06:15:00,3233.54
2025-06-02 06:30:00,3252.73
2025-06-02 06:45:00,3247.68
2025-06-02 07:00:00,3223.79
2025-06-02 07:15:00,3164.49
2025-06-02 07:30:00,3108.31
2025-06-02 07:45:00,3088.81
2025-06-02 08:00:00,3093.18
2025-06-02 08:15:00,3002.09
2025-06-02 08:30:00,3023.67
2025-06-02 08:45:00,3061.9
2025-06-02 09:00:00,3062.63
2025-06-02 09:15:00,3139.99
2025-06-02 09:30:00,3126.98
2025-06-02 09:45:00,3161.35
2025-06-02 10:00:00,3126.1
2025-06-02 10:15:00,3230.56
2025-06-02 10:30:00,3161.41
2025-06-02 10:45:00,3182.87
2025-06-02 11:00:00,3226.78
2025-06-02 11:15:00,3171.6
2025-06-02 11:30:00,3202.8
2025-06-02 11:45:00,3217.76
2025-06-02 12:00:00,3161.07
2025-06-02 12:15:00,3248.6
2025-06-02 12:30:00,3231.74
2025-06-02 12:45:00,3224.47
2025-06-02 13:00:00,3160.87
2025-06-02 13:15:00,3214.59
2025-06-02 13:30:00,3290.26
2025-06-02 13:45:00,3328.21
2025-06-02 14:00:00,3353.92
2025-06-02 14:15:00,3472.33
2025-06-02 14:30:00,3547.38
2025-06-02 14:45:00,3583.64
2025-06-02 15:00:00,3637.88
2025-06-02 15:15:00,3683.48
2025-06-02 15:30:00,3764.0
2025-06-02 15:45:00,3824.44
2025-06-02 16:00:00,3717.27
2025-06-02 16:15:00,3794.37
2025-06-02 16:30:00,3757.64
2025-06-02 16:45:00,3827.26
2025-06-02 17:00:00,3765.47
2025-06-02 17:15:00,3688.13
2025-06-02 17:30:00,3736.8
2025-06-02 17:45:00,3706.21
2025-06-02 18:00:00,3661.82
2025-06-02 18:15:00,3682.46
2025-06-02 18:30:00,3861.3
2025-06-02 18:45:00,4055.61
2025-06-02 19:00:00,4149.47
2025-06-02 19:15:00,4227.38
2025-06-02 19:30:00,4197.13
2025-06-02 19:45:00,4227.34
2025-06-02 20:00:00,4119.37
2025-06-02 20:15:00,4159.11
2025-06-02 20:30:00,4204.26
2025-06-02 20:45:00,4104.6
2025-06-02 21:00:00,4170.19
2025-06-02 21:15:00,4172.0
2025-06-02 21:30:00,4321.36
2025-06-02 21:45:00,4368.33
2025-06-02 22:00:00,4348.25
2025-06-02 22:15:00,4423.38
2025-06-02 22:30:00,4370.01
2025-06-02 22:45:00,4314.18
2025-06-02 23:00:00,4264.14
2025-06-02 23:15:00,4274.16
2025-06-02 23:30:00,4198.95
2025-06-02 23:45:00,4137.27
2025-06-03 00:00:00,4046.15
2025-06-03 00:15:00,4009.19
2025-06-03 00:30:00,3862.45
2025-06-03 00:45:00,3855.95
2025-06-03 01:00:00,3832.12
2025-06-03 01:15:00,3739.68
2025-06-03 01:30:00,3639.09
2025-06-03 01:45:00,3563.21
2025-06-03 02:00:00,3602.48
2025-06-03 02:15:00,3502.12
2025-06-03 02:30:00,3491.07
2025-06-03 02:45:00,3406.67
2025-06-03 03:00:00,3405.01
2025-06-03 03:15:00,3371.26
2025-06-03 03:30:00,3307.1
2025-06-03 03:45:00,3275.54
2025-06-03 04:00:00,3291.91
2025-06-03 04:15:00,3273.08
2025-06-03 04:30:00,3199.77
2025-06-03 04:45:00,3199.26
2025-06-03 05:00:00,3219.22
2025-06-03 05:15:00,3234.12
2025-06-03 05:30:00,3230.72
2025-06-03 05:45:00,3234.66
2025-06-03 06:00:00,3283.02
2025-06-03 06:15:00,3265.39
2025-06-03 06:30:00,3212.87
2025-06-03 06:45:00,3230.36
2025-06-03 07:00:00,3219.06
2025-06-03 07:15:00,3127.37
2025-06-03 07:30:00,3080.03
2025-06-03 07:45:00,3099.86
2025-06-03 08:00:00,3077.42
2025-06-03 08:15:00,3015.41
2025-06-03 08:30:00,3036.72
2025-06-03 08:45:00,2979.53
2025-06-03 09:00:00,3004.56
2025-06-03 09:15:00,3104.4
2025-06-03 09:30:00,3166.3
2025-06-03 09:45:00,3197.62
2025-06-03 10:00:00,3193.59
2025-06-03 10:15:00,3221.81
2025-06-03 10:30:00,3205.26
2025-06-03 10:45:00,3206.08
2025-06-03 11:00:00,3146.59
2025-06-03 11:15:00,3192.88
2025-06-03 11:30:00,3144.9
2025-06-03 11:45:00,3194.05
2025-06-03 12:00:00,3205.38
2025-06-03 12:15:00,3160.3
2025-06-03 12:30:00,3171.07
2025-06-03 12:45:00,3208.48
2025-06-03 13:00:00,3203.92
2025-06-03 13:15:00,3185.38
2025-06-03 13:30:00,3276.31
2025-06-03 13:45:00,3265.96
2025-06-03 14:00:00,3380.06
2025-06-03 14:15:00,3476.97
2025-06-03 14:30:00,3593.79
2025-06-03 14:45:00,3599.55
2025-06-03 15:00:00,3686.81
2025-06-03 15:15:00,3746.5
2025-06-03 15:30:00,3782.88
2025-06-03 15:45:00,3811.08
2025-06-03 16:00:00,3700.5
2025-06-03 16:15:00,3708.06
2025-06-03 16:30:00,3723.7
2025-06-03 16:45:00,3773.52
2025-06-03 17:00:00,3777.21
2025-06-03 17:15:00,3716.97
2025-06-03 17:30:00,3690.35
2025-06-03 17:45:00,3741.45
2025-06-03 18:00:00,3658.99
2025-06-03 18:15:00,3656.09
2025-06-03 18:30:00,3799.0
2025-06-03 18:45:00,4074.97
2025-06-03 19:00:00,4121.19
2025-06-03 19:15:00,4217.84
2025-06-03 19:30:00,4144.92
2025-06-03 19:45:00,4164.45
2025-06-03 20:00:00,4141.79
2025-06-03 20:15:00,4141.83
2025-06-03 20:30:00,4148.85
2025-06-03 20:45:00,4086.4
2025-06-03 21:00:00,4143.79
2025-06-03 21:15:00,4265.66
2025-06-03 21:30:00,4204.18
2025-06-03 21:45:00,4291.39
2025-06-03 22:00:00,4332.75
2025-06-03 22:15:00,4311.04
2025-06-03 22:30:00,4265.03
2025-06-03 22:45:00,4232.16
2025-06-03 23:00:00,4247.1
2025-06-03 23:15:00,4263.23
2025-06-03 23:30:00,4261.18
2025-06-03 23:45:00,4216.75
2025-06-04 00:00:00,4059.52
2025-06-04 00:15:00,4061.14
2025-06-04 00:30:00,3914.25
2025-06-04 00:45:00,3880.45
2025-06-04 01:00:00,3844.02
2025-06-04 01:15:00,3777.6
2025-06-04 01:30:00,3651.79
2025-06-04 01:45:00,3663.38
