ts,value,lag_1d,lag_2d,lag_7d,block_sin,block_cos,dow,is_weekend,month_sin,month_cos,is_holiday,temperature_2m,cloud_cover,precipitation
2025-06-03 06:00:00,3283.02,3250.83,3086.7,3768.65,0.9978589232386035,-0.06540312923014314,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 06:15:00,3265.39,3233.54,3158.36,3776.52,0.9914448613738104,-0.1305261922200516,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 06:30:00,3212.87,3252.73,3137.4,3764.82,0.9807852804032304,-0.1950903220161282,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 06:45:00,3230.36,3247.68,3082.15,3738.57,0.9659258262890683,-0.25881904510252063,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 07:00:00,3219.06,3223.79,3070.9,3706.15,0.9469301294951057,-0.3214394653031616,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 07:15:00,3127.37,3164.49,3042.34,3568.3,0.9238795325112868,-0.3826834323650895,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 07:30:00,3080.03,3108.31,2999.69,3566.58,0.8968727415326884,-0.44228869021900113,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 07:45:00,3099.86,3088.81,2913.78,3477.17,0.8660254037844387,-0.4999999999999998,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 08:00:00,3077.42,3093.18,2939.63,3449.01,0.8314696123025451,-0.5555702330196023,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 08:15:00,3015.41,3002.09,2897.28,3507.35,0.7933533402912352,-0.6087614290087207,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 08:30:00,3036.72,3023.67,2874.39,3426.95,0.7518398074789774,-0.6593458151000688,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 08:45:00,2979.53,3061.9,2888.75,3431.43,0.7071067811865476,-0.7071067811865475,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 09:00:00,3004.56,3062.63,2961.41,3439.23,0.659345815100069,-0.7518398074789773,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 09:15:00,3104.4,3139.99,2994.28,3551.38,0.6087614290087209,-0.793353340291235,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 09:30:00,3166.3,3126.98,3037.28,3619.03,0.5555702330196025,-0.831469612302545,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 09:45:00,3197.62,3161.35,3032.62,3615.59,0.49999999999999994,-0.8660254037844387,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 10:00:00,3193.59,3126.1,3021.03,3676.85,0.4422886902190017,-0.8968727415326881,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 10:15:00,3221.81,3230.56,3071.52,3676.96,0.3826834323650899,-0.9238795325112867,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 10:30:00,3205.26,3161.41,3049.54,3629.85,0.32143946530316175,-0.9469301294951056,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 10:45:00,3206.08,3182.87,3032.71,3590.38,0.258819045102521,-0.9659258262890682,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 11:00:00,3146.59,3226.78,3010.14,3586.14,0.19509032201612816,-0.9807852804032304,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 11:15:00,3192.88,3171.6,3038.27,3578.66,0.130526192220052,-0.9914448613738104,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 11:30:00,3144.9,3202.8,3007.83,3579.21,0.06540312923014312,-0.9978589232386035,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 11:45:00,3194.05,3217.76,3086.3,3596.47,1.2246467991473532e-16,-1.0,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 12:00:00,3205.38,3161.07,3094.98,3634.49,-0.06540312923014287,-0.9978589232386035,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 12:15:00,3160.3,3248.6,3026.6,3615.72,-0.13052619222005177,-0.9914448613738104,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 12:30:00,3171.07,3231.74,3057.29,3652.81,-0.19509032201612792,-0.9807852804032305,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 12:45:00,3208.48,3224.47,3093.46,3677.24,-0.2588190451025208,-0.9659258262890683,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 13:00:00,3203.92,3160.87,3031.45,3653.66,-0.32143946530316153,-0.9469301294951057,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 13:15:00,3185.38,3214.59,3063.76,3689.94,-0.38268343236508967,-0.9238795325112868,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 13:30:00,3276.31,3290.26,3138.46,3748.86,-0.44228869021900147,-0.8968727415326883,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 13:45:00,3265.96,3328.21,3161.44,3736.34,-0.4999999999999997,-0.8660254037844388,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 14:00:00,3380.06,3353.92,3235.11,3868.42,-0.555570233019602,-0.8314696123025455,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 14:15:00,3476.97,3472.33,3387.91,3984.29,-0.6087614290087207,-0.7933533402912352,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 14:30:00,3593.79,3547.38,3467.68,4093.41,-0.6593458151000688,-0.7518398074789774,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 14:45:00,3599.55,3583.64,3468.16,4084.9,-0.7071067811865471,-0.7071067811865479,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 15:00:00,3686.81,3637.88,3531.38,4245.98,-0.7518398074789773,-0.6593458151000691,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 15:15:00,3746.5,3683.48,3546.73,4179.47,-0.7933533402912349,-0.6087614290087209,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 15:30:00,3782.88,3764.0,3612.58,4294.35,-0.8314696123025452,-0.5555702330196022,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 15:45:00,3811.08,3824.44,3576.28,4290.79,-0.8660254037844385,-0.5000000000000004,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 16:00:00,3700.5,3717.27,3593.04,4345.98,-0.8968727415326883,-0.44228869021900136,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 16:15:00,3708.06,3794.37,3648.09,4360.62,-0.9238795325112868,-0.3826834323650895,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 16:30:00,3723.7,3757.64,3640.12,4371.6,-0.9469301294951056,-0.3214394653031618,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 16:45:00,3773.52,3827.26,3570.18,4359.26,-0.9659258262890683,-0.25881904510252063,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 17:00:00,3777.21,3765.47,3539.64,4266.42,-0.9807852804032303,-0.19509032201612866,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 17:15:00,3716.97,3688.13,3591.16,4305.08,-0.9914448613738104,-0.13052619222005163,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 17:30:00,3690.35,3736.8,3545.6,4219.66,-0.9978589232386035,-0.06540312923014273,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 17:45:00,3741.45,3706.21,3599.97,4224.06,-1.0,-1.8369701987210297e-16,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 18:00:00,3658.99,3661.82,3558.85,4213.76,-0.9978589232386036,0.06540312923014237,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 18:15:00,3656.09,3682.46,3566.46,4242.19,-0.9914448613738105,0.13052619222005127,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 18:30:00,3799.0,3861.3,3693.25,4409.49,-0.9807852804032304,0.1950903220161283,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 18:45:00,4074.97,4055.61,3889.92,4657.82,-0.9659258262890684,0.2588190451025203,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 19:00:00,4121.19,4149.47,3939.7,4747.92,-0.9469301294951057,0.3214394653031615,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 19:15:00,4217.84,4227.38,4024.03,4716.92,-0.923879532511287,0.38268343236508917,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 19:30:00,4144.92,4197.13,3945.05,4793.67,-0.8968727415326884,0.442288690219001,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 19:45:00,4164.45,4227.34,4043.88,4793.16,-0.8660254037844386,0.5000000000000001,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 20:00:00,4141.79,4119.37,3997.46,4802.99,-0.8314696123025455,0.5555702330196018,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 20:15:00,4141.83,4159.11,3978.67,4705.18,-0.7933533402912357,0.6087614290087199,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 20:30:00,4148.85,4204.26,4018.9,4714.06,-0.7518398074789772,0.6593458151000691,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 20:45:00,4086.4,4104.6,3914.38,4793.81,-0.7071067811865477,0.7071067811865474,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 21:00:00,4143.79,4170.19,4004.2,4789.54,-0.6593458151000687,0.7518398074789775,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 21:15:00,4265.66,4172.0,4021.71,4782.64,-0.608761429008721,0.7933533402912349,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 21:30:00,4204.18,4321.36,4047.66,4921.96,-0.555570233019603,0.8314696123025447,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 21:45:00,4291.39,4368.33,4116.42,4958.23,-0.5000000000000004,0.8660254037844384,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 22:00:00,4332.75,4348.25,4155.51,5006.4,-0.4422886902190014,0.8968727415326883,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 22:15:00,4311.04,4423.38,4169.64,4948.52,-0.38268343236508956,0.9238795325112868,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 22:30:00,4265.03,4370.01,4138.93,4907.8,-0.32143946530316186,0.9469301294951056,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 22:45:00,4232.16,4314.18,4106.46,4825.74,-0.25881904510252157,0.9659258262890681,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 23:00:00,4247.1,4264.14,4036.21,4902.26,-0.19509032201612872,0.9807852804032303,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 23:15:00,4263.23,4274.16,4011.95,4892.48,-0.13052619222005168,0.9914448613738104,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 23:30:00,4261.18,4198.95,4039.62,4840.59,-0.0654031292301428,0.9978589232386035,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-03 23:45:00,4216.75,4137.27,4001.79,4833.28,-2.4492935982947064e-16,1.0,1,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 00:00:00,4059.52,4046.15,4013.54,4523.25,0.06540312923014306,0.9978589232386035,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 00:15:00,4061.14,4009.19,4055.27,4447.52,0.13052619222005157,0.9914448613738104,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 00:30:00,3914.25,3862.45,3913.85,4311.86,0.19509032201612825,0.9807852804032304,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 00:45:00,3880.45,3855.95,3869.76,4212.45,0.25881904510252074,0.9659258262890683,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 01:00:00,3844.02,3832.12,3761.06,4179.26,0.3214394653031616,0.9469301294951057,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 01:15:00,3777.6,3739.68,3737.74,4098.6,0.3826834323650898,0.9238795325112867,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 01:30:00,3651.79,3639.09,3716.85,4064.82,0.44228869021900125,0.8968727415326884,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 01:45:00,3663.38,3563.21,3605.43,3928.8,0.49999999999999994,0.8660254037844387,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 02:00:00,3580.18,3602.48,3591.88,3894.93,0.5555702330196022,0.8314696123025452,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 02:15:00,3585.78,3502.12,3515.63,3873.93,0.6087614290087207,0.7933533402912352,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 02:30:00,3510.74,3491.07,3496.32,3782.87,0.6593458151000688,0.7518398074789774,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 02:45:00,3473.33,3406.67,3450.27,3804.18,0.7071067811865476,0.7071067811865476,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 03:00:00,3470.05,3405.01,3406.45,3742.12,0.7518398074789774,0.6593458151000688,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 03:15:00,3387.73,3371.26,3367.45,3707.86,0.7933533402912352,0.6087614290087207,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 03:30:00,3392.98,3307.1,3338.62,3643.04,0.8314696123025451,0.5555702330196024,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 03:45:00,3354.0,3275.54,3281.4,3676.06,0.8660254037844386,0.5000000000000001,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 04:00:00,3271.71,3291.91,3318.21,3548.24,0.8968727415326884,0.44228869021900125,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 04:15:00,3293.58,3273.08,3253.62,3587.55,0.9238795325112867,0.38268343236508984,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 04:30:00,3235.81,3199.77,3287.55,3544.35,0.9469301294951056,0.3214394653031617,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 04:45:00,3240.65,3199.26,3191.42,3602.7,0.9659258262890683,0.25881904510252074,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 05:00:00,3259.83,3219.22,3268.0,3574.73,0.9807852804032304,0.19509032201612833,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 05:15:00,3279.22,3234.12,3210.77,3578.38,0.9914448613738104,0.1305261922200517,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 05:30:00,3245.63,3230.72,3283.19,3579.18,0.9978589232386035,0.06540312923014327,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 05:45:00,3316.96,3234.66,3264.2,3598.01,1.0,6.123233995736766e-17,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 06:00:00,3302.66,3283.02,3250.83,3599.45,0.9978589232386035,-0.06540312923014314,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 06:15:00,3296.57,3265.39,3233.54,3594.48,0.9914448613738104,-0.1305261922200516,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 06:30:00,3309.39,3212.87,3252.73,3564.38,0.9807852804032304,-0.1950903220161282,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 06:45:00,3269.49,3230.36,3247.68,3571.38,0.9659258262890683,-0.25881904510252063,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 07:00:00,3187.81,3219.06,3223.79,3529.46,0.9469301294951057,-0.3214394653031616,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 07:15:00,3171.69,3127.37,3164.49,3466.15,0.9238795325112868,-0.3826834323650895,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 07:30:00,3139.07,3080.03,3108.31,3430.9,0.8968727415326884,-0.44228869021900113,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 07:45:00,3120.72,3099.86,3088.81,3341.81,0.8660254037844387,-0.4999999999999998,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 08:00:00,3041.84,3077.42,3093.18,3388.92,0.8314696123025451,-0.5555702330196023,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 08:15:00,3097.79,3015.41,3002.09,3308.41,0.7933533402912352,-0.6087614290087207,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 08:30:00,3044.85,3036.72,3023.67,3287.92,0.7518398074789774,-0.6593458151000688,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 08:45:00,3040.18,2979.53,3061.9,3279.78,0.7071067811865476,-0.7071067811865475,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 09:00:00,3117.71,3004.56,3062.63,3353.86,0.659345815100069,-0.7518398074789773,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 09:15:00,3119.06,3104.4,3139.99,3445.67,0.6087614290087209,-0.793353340291235,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 09:30:00,3201.25,3166.3,3126.98,3428.81,0.5555702330196025,-0.831469612302545,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 09:45:00,3231.53,3197.62,3161.35,3456.22,0.49999999999999994,-0.8660254037844387,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 10:00:00,3183.5,3193.59,3126.1,3483.44,0.4422886902190017,-0.8968727415326881,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 10:15:00,3211.27,3221.81,3230.56,3479.97,0.3826834323650899,-0.9238795325112867,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 10:30:00,3184.64,3205.26,3161.41,3497.92,0.32143946530316175,-0.9469301294951056,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 10:45:00,3169.72,3206.08,3182.87,3473.29,0.258819045102521,-0.9659258262890682,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 11:00:00,3226.2,3146.59,3226.78,3518.74,0.19509032201612816,-0.9807852804032304,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 11:15:00,3161.36,3192.88,3171.6,3449.64,0.130526192220052,-0.9914448613738104,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 11:30:00,3231.98,3144.9,3202.8,3464.66,0.06540312923014312,-0.9978589232386035,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 11:45:00,3195.27,3194.05,3217.76,3510.75,1.2246467991473532e-16,-1.0,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 12:00:00,3220.47,3205.38,3161.07,3527.71,-0.06540312923014287,-0.9978589232386035,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 12:15:00,3274.69,3160.3,3248.6,3487.48,-0.13052619222005177,-0.9914448613738104,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 12:30:00,3265.47,3171.07,3231.74,3519.23,-0.19509032201612792,-0.9807852804032305,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 12:45:00,3216.48,3208.48,3224.47,3563.41,-0.2588190451025208,-0.9659258262890683,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 13:00:00,3197.43,3203.92,3160.87,3453.93,-0.32143946530316153,-0.9469301294951057,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 13:15:00,3207.18,3185.38,3214.59,3520.61,-0.38268343236508967,-0.9238795325112868,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 13:30:00,3290.9,3276.31,3290.26,3601.58,-0.44228869021900147,-0.8968727415326883,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 13:45:00,3342.43,3265.96,3328.21,3613.65,-0.4999999999999997,-0.8660254037844388,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 14:00:00,3394.76,3380.06,3353.92,3728.72,-0.555570233019602,-0.8314696123025455,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 14:15:00,3520.53,3476.97,3472.33,3812.76,-0.6087614290087207,-0.7933533402912352,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 14:30:00,3568.0,3593.79,3547.38,3874.02,-0.6593458151000688,-0.7518398074789774,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 14:45:00,3705.6,3599.55,3583.64,3938.69,-0.7071067811865471,-0.7071067811865479,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 15:00:00,3670.16,3686.81,3637.88,3994.59,-0.7518398074789773,-0.6593458151000691,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 15:15:00,3700.38,3746.5,3683.48,4120.29,-0.7933533402912349,-0.6087614290087209,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
2025-06-04 15:30:00,3742.67,3782.88,3764.0,4096.06,-0.8314696123025452,-0.5555702330196022,2,0,1.2246467991473532e-16,-1.0,0,0.0,0.0,0.0
