ts,demand_mw,price_inr_mwh,inflow_mwh
2025-05-28 09:15:00,3445.67,4080.68,111.466
2025-05-28 09:30:00,3428.81,3592.73,112.002
2025-05-28 09:45:00,3456.22,3660.9,112.573
2025-05-28 10:00:00,3483.44,3292.53,113.179
2025-05-28 10:15:00,3479.97,3302.31,113.815
2025-05-28 10:30:00,3497.92,2984.27,114.479
2025-05-28 10:45:00,3473.29,2926.29,115.166
2025-05-28 11:00:00,3518.74,2826.21,115.871
2025-05-28 11:15:00,3449.64,2656.37,116.589
2025-05-28 11:30:00,3464.66,2337.77,117.312
2025-05-28 11:45:00,3510.75,2243.78,118.035
2025-05-28 12:00:00,3527.71,2251.12,118.749
2025-05-28 12:15:00,3487.48,2118.85,119.446
2025-05-28 12:30:00,3519.23,2105.81,120.119
2025-05-28 12:45:00,3563.41,2094.12,120.759
2025-05-28 13:00:00,3453.93,1940.07,121.358
2025-05-28 13:15:00,3520.61,1959.02,121.907
2025-05-28 13:30:00,3601.58,2154.92,122.401
2025-05-28 13:45:00,3613.65,2121.05,122.831
2025-05-28 14:00:00,3728.72,2189.17,123.192
2025-05-28 14:15:00,3812.76,2274.01,123.479
2025-05-28 14:30:00,3874.02,2394.2,123.687
2025-05-28 14:45:00,3938.69,2497.34,123.813
2025-05-28 15:00:00,3994.59,2697.85,123.855
2025-05-28 15:15:00,4120.29,2588.19,123.813
2025-05-28 15:30:00,4096.06,2897.81,123.687
2025-05-28 15:45:00,4108.25,3045.46,123.479
2025-05-28 16:00:00,4096.08,3132.12,123.192
2025-05-28 16:15:00,4138.47,3243.66,122.831
2025-05-28 16:30:00,4212.65,3147.55,122.401
2025-05-28 16:45:00,4170.31,3329.73,121.907
2025-05-28 17:00:00,4120.15,3645.54,121.358
2025-05-28 17:15:00,4168.24,3799.22,120.759
2025-05-28 17:30:00,4068.9,4163.8,120.119
2025-05-28 17:45:00,4065.52,4187.69,119.446
2025-05-28 18:00:00,4035.94,4668.08,118.749
2025-05-28 18:15:00,4036.7,4845.42,118.035
2025-05-28 18:30:00,4235.55,5429.94,117.312
2025-05-28 18:45:00,4390.75,6183.88,116.589
2025-05-28 19:00:00,4510.71,6250.3,115.871
2025-05-28 19:15:00,4607.87,6959.74,115.166
2025-05-28 19:30:00,4541.18,7247.52,114.479
2025-05-28 19:45:00,4636.46,6830.91,113.815
2025-05-28 20:00:00,4589.6,7418.82,113.179
2025-05-28 20:15:00,4615.87,7320.28,112.573
2025-05-28 20:30:00,4496.17,7214.6,112.002
2025-05-28 20:45:00,4530.97,6689.66,111.466
2025-05-28 21:00:00,4625.49,6407.39,110.967
2025-05-28 21:15:00,4564.79,5707.33,110.506
2025-05-28 21:30:00,4643.71,5325.65,110.082
2025-05-28 21:45:00,4797.5,5290.42,109.695
2025-05-28 22:00:00,4818.54,4795.97,109.344
2025-05-28 22:15:00,4858.67,4337.7,109.028
2025-05-28 22:30:00,4694.84,4003.09,108.746
2025-05-28 22:45:00,4658.92,3860.02,108.494
2025-05-28 23:00:00,4750.41,3737.64,108.271
2025-05-28 23:15:00,4617.37,3499.76,108.075
2025-05-28 23:30:00,4645.68,3609.15,107.904
2025-05-28 23:45:00,4542.34,3489.13,107.755
2025-05-29 00:00:00,4545.06,3550.59,114.927
2025-05-29 00:15:00,4479.53,3735.49,114.927
2025-05-29 00:30:00,4305.62,3497.48,114.928
2025-05-29 00:45:00,4212.22,3447.17,114.93
2025-05-29 01:00:00,4197.39,3514.03,114.931
2025-05-29 01:15:00,4056.77,3432.41,114.934
2025-05-29 01:30:00,4054.33,3386.16,114.937
2025-05-29 01:45:00,4029.35,3617.77,114.941
2025-05-29 02:00:00,3922.77,3469.86,114.945
2025-05-29 02:15:00,3871.05,3550.99,114.952
2025-05-29 02:30:00,3854.42,3614.16,114.959
2025-05-29 02:45:00,3736.83,3429.71,114.969
2025-05-29 03:00:00,3794.71,3559.28,114.982
2025-05-29 03:15:00,3723.42,3497.22,114.997
2025-05-29 03:30:00,3659.19,3351.02,115.016
2025-05-29 03:45:00,3663.14,3518.79,115.039
2025-05-29 04:00:00,3632.14,3367.73,115.068
2025-05-29 04:15:00,3576.25,3630.78,115.103
2025-05-29 04:30:00,3579.91,3403.2,115.145
2025-05-29 04:45:00,3625.63,3553.92,115.196
2025-05-29 05:00:00,3525.19,3568.26,115.257
2025-05-29 05:15:00,3534.17,3521.98,115.329
2025-05-29 05:30:00,3534.1,3680.89,115.415
2025-05-29 05:45:00,3592.94,3651.47,115.516
2025-05-29 06:00:00,3628.66,3500.93,115.635
2025-05-29 06:15:00,3591.28,3634.98,115.773
2025-05-29 06:30:00,3648.97,3962.68,115.933
2025-05-29 06:45:00,3614.09,3757.8,116.117
2025-05-29 07:00:00,3580.37,4144.24,116.327
2025-05-29 07:15:00,3513.01,4212.45,116.566
2025-05-29 07:30:00,3437.92,4006.37,116.837
2025-05-29 07:45:00,3394.03,4190.19,117.141
2025-05-29 08:00:00,3326.82,4290.64,117.48
2025-05-29 08:15:00,3384.18,4531.54,117.857
2025-05-29 08:30:00,3337.74,4520.49,118.273
2025-05-29 08:45:00,3325.01,4252.1,118.728
2025-05-29 09:00:00,3342.27,4311.79,119.224
2025-05-29 09:15:00,3408.67,3988.92,119.76
2025-05-29 09:30:00,3450.8,3834.67,120.335
2025-05-29 09:45:00,3455.11,3849.54,120.95
2025-05-29 10:00:00,3482.75,3542.54,121.6
2025-05-29 10:15:00,3501.02,3370.04,122.284
2025-05-29 10:30:00,3528.81,3302.75,122.997
2025-05-29 10:45:00,3515.29,3099.54,123.735
2025-05-29 11:00:00,3465.4,2983.46,124.493
2025-05-29 11:15:00,3509.6,2820.33,125.264
2025-05-29 11:30:00,3459.94,2631.25,126.041
2025-05-29 11:45:00,3543.07,2549.16,126.817
2025-05-29 12:00:00,3568.5,2456.23,127.584
2025-05-29 12:15:00,3559.52,2334.22,128.334
2025-05-29 12:30:00,3558.94,2134.98,129.056
2025-05-29 12:45:00,3524.24,2090.11,129.744
2025-05-29 13:00:00,3518.36,2112.72,130.387
2025-05-29 13:15:00,3549.14,2217.8,130.978
2025-05-29 13:30:00,3547.28,2228.88,131.508
2025-05-29 13:45:00,3603.25,2337.89,131.971
2025-05-29 14:00:00,3770.99,2357.39,132.359
2025-05-29 14:15:00,3875.52,2417.8,132.667
2025-05-29 14:30:00,3971.81,2428.85,132.89
2025-05-29 14:45:00,3955.43,2694.43,133.025
2025-05-29 15:00:00,4041.9,2785.35,133.07
2025-05-29 15:15:00,4153.56,2808.07,133.025
2025-05-29 15:30:00,4083.79,3122.39,132.89
2025-05-29 15:45:00,4223.47,3210.58,132.667
2025-05-29 16:00:00,4091.15,3300.74,132.359
2025-05-29 16:15:00,4198.89,3203.67,131.971
2025-05-29 16:30:00,4178.37,3513.53,131.508
2025-05-29 16:45:00,4179.66,3800.07,130.978
2025-05-29 17:00:00,4148.31,3862.27,130.387
2025-05-29 17:15:00,4079.55,4212.73,129.744
2025-05-29 17:30:00,4133.49,4295.25,129.056
2025-05-29 17:45:00,4106.87,4618.22,128.334
2025-05-29 18:00:00,4070.01,5146.71,127.584
2025-05-29 18:15:00,4097.33,5525.55,126.817
2025-05-29 18:30:00,4299.24,5813.66,126.041
2025-05-29 18:45:00,4512.86,6455.46,125.264
2025-05-29 19:00:00,4581.17,6664.82,124.493
2025-05-29 19:15:00,4587.5,6948.4,123.735
2025-05-29 19:30:00,4646.16,7445.75,122.997
2025-05-29 19:45:00,4634.22,7868.44,122.284
2025-05-29 20:00:00,4661.95,7933.19,121.6
2025-05-29 20:15:00,4560.85,7544.14,120.95
2025-05-29 20:30:00,4521.5,7652.18,120.335
2025-05-29 20:45:00,4635.0,10000.0,119.76
2025-05-29 21:00:00,4640.57,6797.79,119.224
2025-05-29 21:15:00,4613.97,6274.52,118.728
2025-05-29 21:30:00,4651.33,5916.66,118.273
2025-05-29 21:45:00,4840.83,5343.93,117.857
2025-05-29 22:00:00,4778.09,4981.42,117.48
2025-05-29 22:15:00,4871.49,4849.65,117.141
2025-05-29 22:30:00,4811.2,4355.63,116.837
2025-05-29 22:45:00,4773.21,4304.37,116.566
2025-05-29 23:00:00,4689.78,3904.08,116.327
2025-05-29 23:15:00,4709.35,3936.93,116.117
2025-05-29 23:30:00,4701.65,3829.69,115.933
2025-05-29 23:45:00,4588.57,3515.27,115.773
2025-05-30 00:00:00,4667.85,4169.08,121.638
2025-05-30 00:15:00,4545.26,3901.88,121.639
2025-05-30 00:30:00,4471.36,4049.15,121.64
2025-05-30 00:45:00,4361.72,4100.07,121.642
2025-05-30 01:00:00,4263.66,3972.76,121.644
2025-05-30 01:15:00,4186.69,3822.58,121.646
2025-05-30 01:30:00,4137.27,3765.92,121.649
2025-05-30 01:45:00,4059.99,3906.75,121.653
2025-05-30 02:00:00,4049.15,3781.88,121.658
2025-05-30 02:15:00,3949.16,4076.53,121.665
2025-05-30 02:30:00,3877.51,3807.43,121.673
2025-05-30 02:45:00,3893.63,3760.71,121.684
2025-05-30 03:00:00,3851.86,3984.92,121.697
2025-05-30 03:15:00,3765.72,3982.73,121.713
2025-05-30 03:30:00,3748.98,3852.88,121.733
2025-05-30 03:45:00,3740.82,3800.68,121.758
2025-05-30 04:00:00,3668.68,4020.33,121.788
2025-05-30 04:15:00,3678.89,3718.8,121.825
2025-05-30 04:30:00,3620.48,4018.64,121.87
2025-05-30 04:45:00,3643.98,3837.66,121.923
2025-05-30 05:00:00,3668.91,3908.03,121.988
2025-05-30 05:15:00,3664.56,3797.36,122.065
2025-05-30 05:30:00,3686.69,3910.27,122.156
2025-05-30 05:45:00,3725.07,3801.32,122.263
2025-05-30 06:00:00,3702.82,4126.69,122.388
2025-05-30 06:15:00,3663.04,4105.84,122.534
2025-05-30 06:30:00,3699.13,4260.78,122.703
2025-05-30 06:45:00,3675.04,4275.25,122.898
2025-05-30 07:00:00,3637.97,4476.58,123.121
2025-05-30 07:15:00,3617.87,4469.98,123.374
2025-05-30 07:30:00,3506.18,4894.88,123.66
2025-05-30 07:45:00,3475.99,4832.46,123.982
2025-05-30 08:00:00,3421.72,4639.02,124.341
2025-05-30 08:15:00,3412.46,4674.09,124.74
2025-05-30 08:30:00,3388.91,4737.02,125.18
2025-05-30 08:45:00,3428.24,5090.0,125.662
2025-05-30 09:00:00,3420.48,4612.23,126.186
2025-05-30 09:15:00,3475.17,4685.95,126.754
2025-05-30 09:30:00,3578.98,4375.24,127.363
2025-05-30 09:45:00,3613.73,4186.32,128.013
2025-05-30 10:00:00,3627.78,4196.73,128.701
2025-05-30 10:15:00,3581.51,3849.82,129.425
2025-05-30 10:30:00,3546.82,3754.16,130.18
2025-05-30 10:45:00,3600.79,3331.03,130.961
2025-05-30 11:00:00,3549.47,3170.21,131.763
2025-05-30 11:15:00,3611.05,2922.34,132.579
2025-05-30 11:30:00,3536.64,3019.42,133.402
2025-05-30 11:45:00,3557.46,2618.81,134.224
2025-05-30 12:00:00,3664.84,2739.8,135.035
2025-05-30 12:15:00,3680.69,2618.18,135.828
2025-05-30 12:30:00,3606.84,2333.44,136.593
2025-05-30 12:45:00,3639.35,2344.79,137.321
2025-05-30 13:00:00,3596.25,2414.35,138.002
2025-05-30 13:15:00,3618.28,2370.39,138.627
2025-05-30 13:30:00,3720.75,2372.55,139.189
2025-05-30 13:45:00,3736.95,2393.36,139.678
2025-05-30 14:00:00,3866.07,2464.74,140.089
2025-05-30 14:15:00,4001.64,2567.66,140.414
2025-05-30 14:30:00,4073.13,2842.59,140.651
2025-05-30 14:45:00,4100.41,2848.2,140.794
2025-05-30 15:00:00,4140.55,3111.69,140.842
2025-05-30 15:15:00,4224.93,3317.67,140.794
2025-05-30 15:30:00,4277.27,3421.38,140.651
2025-05-30 15:45:00,4334.53,3345.52,140.414
2025-05-30 16:00:00,4279.84,3475.01,140.089
2025-05-30 16:15:00,4271.8,3895.63,139.678
2025-05-30 16:30:00,4219.22,3974.61,139.189
2025-05-30 16:45:00,4252.87,4094.07,138.627
2025-05-30 17:00:00,4190.9,4148.0,138.002
2025-05-30 17:15:00,4194.67,4452.72,137.321
2025-05-30 17:30:00,4266.62,4543.66,136.593
2025-05-30 17:45:00,4196.5,5205.41,135.828
2025-05-30 18:00:00,4194.31,5363.03,135.035
2025-05-30 18:15:00,4200.37,6082.97,134.224
2025-05-30 18:30:00,4325.64,6461.14,133.402
2025-05-30 18:45:00,4505.89,7170.23,132.579
2025-05-30 19:00:00,4650.1,7211.56,131.763
2025-05-30 19:15:00,4668.01,7625.44,130.961
2025-05-30 19:30:00,4681.97,8113.01,130.18
2025-05-30 19:45:00,4697.99,8260.87,129.425
2025-05-30 20:00:00,4669.07,8536.06,128.701
2025-05-30 20:15:00,4689.76,8379.06,128.013
2025-05-30 20:30:00,4692.85,7767.47,127.363
2025-05-30 20:45:00,4679.66,8235.46,126.754
2025-05-30 21:00:00,4727.23,7452.58,126.186
2025-05-30 21:15:00,4803.1,6826.69,125.662
2025-05-30 21:30:00,4766.57,6538.41,125.18
2025-05-30 21:45:00,4871.22,6248.4,124.74
2025-05-30 22:00:00,5027.97,5346.46,124.341
2025-05-30 22:15:00,4986.27,4929.71,123.982
2025-05-30 22:30:00,4869.2,4673.54,123.66
2025-05-30 22:45:00,4833.41,4750.25,123.374
2025-05-30 23:00:00,4901.13,4582.14,123.121
2025-05-30 23:15:00,4784.49,4107.03,122.898
2025-05-30 23:30:00,4706.76,4005.64,122.703
2025-05-30 23:45:00,4734.07,3922.31,122.534
2025-05-31 00:00:00,4323.41,4154.85,103.167
2025-05-31 00:15:00,4232.4,3939.96,103.168
2025-05-31 00:30:00,4159.77,4056.98,103.169
2025-05-31 00:45:00,4043.19,3889.0,103.17
2025-05-31 01:00:00,3958.27,4095.3,103.172
2025-05-31 01:15:00,3987.22,4004.06,103.174
2025-05-31 01:30:00,3877.05,4067.91,103.177
2025-05-31 01:45:00,3808.16,3860.67,103.18
2025-05-31 02:00:00,3808.06,3897.69,103.184
2025-05-31 02:15:00,3701.37,4112.72,103.19
2025-05-31 02:30:00,3636.63,4078.68,103.197
2025-05-31 02:45:00,3644.57,3861.29,103.206
2025-05-31 03:00:00,3601.61,3918.18,103.217
2025-05-31 03:15:00,3570.83,3988.02,103.231
2025-05-31 03:30:00,3571.12,4109.36,103.248
2025-05-31 03:45:00,3533.78,4086.79,103.269
2025-05-31 04:00:00,3501.09,4151.65,103.294
2025-05-31 04:15:00,3419.64,4181.33,103.326
2025-05-31 04:30:00,3427.64,4090.74,103.363
2025-05-31 04:45:00,3407.45,3832.1,103.409
2025-05-31 05:00:00,3411.81,4210.5,103.464
2025-05-31 05:15:00,3394.95,4032.2,103.529
2025-05-31 05:30:00,3439.53,4256.33,103.606
2025-05-31 05:45:00,3431.13,4298.81,103.697
2025-05-31 06:00:00,3442.02,4222.6,103.803
2025-05-31 06:15:00,3514.22,4115.85,103.927
2025-05-31 06:30:00,3489.76,4400.5,104.071
2025-05-31 06:45:00,3390.09,4358.11,104.236
2025-05-31 07:00:00,3399.49,4404.43,104.425
2025-05-31 07:15:00,3411.85,4779.33,104.639
2025-05-31 07:30:00,3276.11,4948.13,104.882
2025-05-31 07:45:00,3273.86,4891.92,105.155
2025-05-31 08:00:00,3240.86,4889.09,105.46
2025-05-31 08:15:00,3270.56,4870.18,105.798
2025-05-31 08:30:00,3242.43,5268.46,106.171
2025-05-31 08:45:00,3187.11,5182.38,106.58
2025-05-31 09:00:00,3273.77,4829.02,107.025
2025-05-31 09:15:00,3246.51,4783.8,107.506
2025-05-31 09:30:00,3368.83,4386.33,108.023
2025-05-31 09:45:00,3369.9,4451.61,108.574
2025-05-31 10:00:00,3392.79,4097.59,109.158
2025-05-31 10:15:00,3402.18,3837.63,109.772
2025-05-31 10:30:00,3332.98,3622.42,110.412
2025-05-31 10:45:00,3405.89,3606.1,111.074
2025-05-31 11:00:00,3379.12,3455.65,111.755
2025-05-31 11:15:00,3365.82,3015.16,112.447
2025-05-31 11:30:00,3369.18,3074.32,113.145
2025-05-31 11:45:00,3397.14,2912.33,113.842
2025-05-31 12:00:00,3344.46,2756.51,114.53
2025-05-31 12:15:00,3417.35,2705.36,115.203
2025-05-31 12:30:00,3387.03,2429.5,115.852
2025-05-31 12:45:00,3426.73,2391.56,116.469
2025-05-31 13:00:00,3402.64,2528.85,117.046
2025-05-31 13:15:00,3389.18,2403.5,117.577
2025-05-31 13:30:00,3428.91,2409.35,118.053
2025-05-31 13:45:00,3472.38,2680.39,118.468
2025-05-31 14:00:00,3622.33,2748.8,118.816
2025-05-31 14:15:00,3699.41,2696.72,119.092
2025-05-31 14:30:00,3747.94,2888.65,119.293
2025-05-31 14:45:00,3818.02,2883.71,119.414
2025-05-31 15:00:00,3878.77,2997.7,119.455
2025-05-31 15:15:00,3968.99,3393.2,119.414
2025-05-31 15:30:00,3999.65,3270.49,119.293
2025-05-31 15:45:00,3961.59,3410.96,119.092
2025-05-31 16:00:00,4013.25,3801.2,118.816
2025-05-31 16:15:00,3986.67,3928.1,118.468
2025-05-31 16:30:00,3951.9,3917.0,118.053
2025-05-31 16:45:00,4013.29,4248.51,117.577
2025-05-31 17:00:00,4017.44,4494.3,117.046
2025-05-31 17:15:00,4014.27,4797.26,116.469
2025-05-31 17:30:00,3944.5,4854.04,115.852
2025-05-31 17:45:00,3971.54,5020.66,115.203
2025-05-31 18:00:00,3940.49,5622.66,114.53
2025-05-31 18:15:00,3961.92,5884.95,113.842
2025-05-31 18:30:00,4046.16,6517.87,113.145
2025-05-31 18:45:00,4227.62,6905.3,112.447
2025-05-31 19:00:00,4380.95,7377.5,111.755
2025-05-31 19:15:00,4409.0,8063.34,111.074
2025-05-31 19:30:00,4482.1,8570.56,110.412
2025-05-31 19:45:00,4480.6,8547.33,109.772
2025-05-31 20:00:00,4448.38,8791.41,109.158
2025-05-31 20:15:00,4450.7,8992.9,108.574
2025-05-31 20:30:00,4353.16,8658.52,108.023
2025-05-31 20:45:00,4429.32,8014.03,107.506
2025-05-31 21:00:00,4419.48,7967.17,107.025
2025-05-31 21:15:00,4506.85,6988.39,106.58
2025-05-31 21:30:00,4462.84,6852.37,106.171
2025-05-31 21:45:00,4571.8,6296.85,105.798
2025-05-31 22:00:00,4718.96,5432.71,105.46
2025-05-31 22:15:00,4593.23,5458.37,105.155
2025-05-31 22:30:00,4592.18,4764.04,104.882
2025-05-31 22:45:00,4501.63,4841.5,104.639
2025-05-31 23:00:00,4597.05,4304.01,104.425
2025-05-31 23:15:00,4463.4,4544.44,104.236
2025-05-31 23:30:00,4449.53,4392.54,104.071
2025-05-31 23:45:00,4478.79,4295.58,103.927
2025-06-01 00:00:00,3842.29,3898.53,315.395
2025-06-01 00:15:00,3845.65,3860.43,315.397
2025-06-01 00:30:00,3794.66,3828.72,315.4
2025-06-01 00:45:00,3729.56,3666.23,315.403
2025-06-01 01:00:00,3641.49,3688.31,315.408
2025-06-01 01:15:00,3538.73,3683.54,315.414
2025-06-01 01:30:00,3550.75,3767.73,315.423
2025-06-01 01:45:00,3468.69,3783.45,315.433
2025-06-01 02:00:00,3459.46,3897.47,315.446
2025-06-01 02:15:00,3405.6,3807.82,315.463
2025-06-01 02:30:00,3297.15,3951.98,315.485
2025-06-01 02:45:00,3313.6,3762.18,315.512
2025-06-01 03:00:00,3254.54,3982.03,315.546
2025-06-01 03:15:00,3212.68,3772.42,315.588
2025-06-01 03:30:00,3165.36,3718.1,315.64
2025-06-01 03:45:00,3150.71,3866.44,315.704
2025-06-01 04:00:00,3173.65,4023.59,315.782
2025-06-01 04:15:00,3087.08,3701.54,315.878
2025-06-01 04:30:00,3143.22,4007.65,315.994
2025-06-01 04:45:00,3110.08,3971.85,316.133
2025-06-01 05:00:00,3142.88,3868.08,316.301
2025-06-01 05:15:00,3120.0,3855.18,316.5
2025-06-01 05:30:00,3088.81,3956.54,316.736
2025-06-01 05:45:00,3072.68,3836.37,317.014
2025-06-01 06:00:00,3086.7,4095.38,317.339
2025-06-01 06:15:00,3158.36,3977.88,317.718
2025-06-01 06:30:00,3137.4,4065.84,318.156
2025-06-01 06:45:00,3082.15,4051.41,318.661
2025-06-01 07:00:00,3070.9,4486.58,319.238
2025-06-01 07:15:00,3042.34,4367.14,319.895
2025-06-01 07:30:00,2999.69,4802.45,320.637
2025-06-01 07:45:00,2913.78,4667.88,321.471
2025-06-01 08:00:00,2939.63,4845.42,322.403
2025-06-01 08:15:00,2897.28,4910.64,323.437
2025-06-01 08:30:00,2874.39,4872.81,324.577
2025-06-01 08:45:00,2888.75,4866.8,325.827
