ts,raw_price
2025-05-30 14:00:00,2464.74
2025-05-30 14:15:00,2567.66
2025-05-30 14:30:00,2842.59
2025-05-30 14:45:00,2848.2
2025-05-30 15:00:00,3111.69
2025-05-30 15:15:00,3317.67
2025-05-30 15:30:00,3421.38
2025-05-30 15:45:00,3345.52
2025-05-30 16:00:00,3475.01
2025-05-30 16:15:00,3895.63
2025-05-30 16:30:00,3974.61
2025-05-30 16:45:00,4094.07
2025-05-30 17:00:00,4148.0
2025-05-30 17:15:00,4452.72
2025-05-30 17:30:00,4543.66
2025-05-30 17:45:00,5205.41
2025-05-30 18:00:00,5363.03
2025-05-30 18:15:00,6082.97
2025-05-30 18:30:00,6461.14
2025-05-30 18:45:00,7170.23
2025-05-30 19:00:00,7211.56
2025-05-30 19:15:00,7625.44
2025-05-30 19:30:00,8113.01
2025-05-30 19:45:00,8260.87
2025-05-30 20:00:00,8536.06
2025-05-30 20:15:00,8379.06
2025-05-30 20:30:00,7767.47
2025-05-30 20:45:00,8235.46
2025-05-30 21:00:00,7452.58
2025-05-30 21:15:00,6826.69
2025-05-30 21:30:00,6538.41
2025-05-30 21:45:00,6248.4
2025-05-30 22:00:00,5346.46
2025-05-30 22:15:00,4929.71
2025-05-30 22:30:00,4673.54
2025-05-30 22:45:00,4750.25
2025-05-30 23:00:00,4582.14
2025-05-30 23:15:00,4107.03
2025-05-30 23:30:00,4005.64
2025-05-30 23:45:00,3922.31
2025-05-31 00:00:00,4154.85
2025-05-31 00:15:00,3939.96
2025-05-31 00:30:00,4056.98
2025-05-31 00:45:00,3889.0
2025-05-31 01:00:00,4095.3
2025-05-31 01:15:00,4004.06
2025-05-31 01:30:00,4067.91
2025-05-31 01:45:00,3860.67
2025-05-31 02:00:00,3897.69
2025-05-31 02:15:00,4112.72
2025-05-31 02:30:00,4078.68
2025-05-31 02:45:00,3861.29
2025-05-31 03:00:00,3918.18
2025-05-31 03:15:00,3988.02
2025-05-31 03:30:00,4109.36
2025-05-31 03:45:00,4086.79
2025-05-31 04:00:00,4151.65
2025-05-31 04:15:00,4181.33
2025-05-31 04:30:00,4090.74
2025-05-31 04:45:00,3832.1
2025-05-31 05:00:00,4210.5
2025-05-31 05:15:00,4032.2
2025-05-31 05:30:00,4256.33
2025-05-31 05:45:00,4298.81
2025-05-31 06:00:00,4222.6
2025-05-31 06:15:00,4115.85
2025-05-31 06:30:00,4400.5
2025-05-31 06:45:00,4358.11
2025-05-31 07:00:00,4404.43
2025-05-31 07:15:00,4779.33
2025-05-31 07:30:00,4948.13
2025-05-31 07:45:00,4891.92
2025-05-31 08:00:00,4889.09
2025-05-31 08:15:00,4870.18
2025-05-31 08:30:00,5268.46
2025-05-31 08:45:00,5182.38
2025-05-31 09:00:00,4829.02
2025-05-31 09:15:00,4783.8
2025-05-31 09:30:00,4386.33
2025-05-31 09:45:00,4451.61
2025-05-31 10:00:00,4097.59
2025-05-31 10:15:00,3837.63
2025-05-31 10:30:00,3622.42
2025-05-31 10:45:00,3606.1
2025-05-31 11:00:00,3455.65
2025-05-31 11:15:00,3015.16
2025-05-31 11:30:00,3074.32
2025-05-31 11:45:00,2912.33
2025-05-31 12:00:00,2756.51
2025-05-31 12:15:00,2705.36
2025-05-31 12:30:00,2429.5
2025-05-31 12:45:00,2391.56
2025-05-31 13:00:00,2528.85
2025-05-31 13:15:00,2403.5
2025-05-31 13:30:00,2409.35
2025-05-31 13:45:00,2680.39
2025-05-31 14:00:00,2748.8
2025-05-31 14:15:00,2696.72
2025-05-31 14:30:00,2888.65
2025-05-31 14:45:00,2883.71
2025-05-31 15:00:00,2997.7
2025-05-31 15:15:00,3393.2
2025-05-31 15:30:00,3270.49
2025-05-31 15:45:00,3410.96
2025-05-31 16:00:00,3801.2
2025-05-31 16:15:00,3928.1
2025-05-31 16:30:00,3917.0
2025-05-31 16:45:00,4248.51
2025-05-31 17:00:00,4494.3
2025-05-31 17:15:00,4797.26
2025-05-31 17:30:00,4854.04
2025-05-31 17:45:00,5020.66
2025-05-31 18:00:00,5622.66
2025-05-31 18:15:00,5884.95
2025-05-31 18:30:00,6517.87
2025-05-31 18:45:00,6905.3
2025-05-31 19:00:00,7377.5
2025-05-31 19:15:00,8063.34
2025-05-31 19:30:00,8570.56
2025-05-31 19:45:00,8547.33
2025-05-31 20:00:00,8791.41
2025-05-31 20:15:00,8992.9
2025-05-31 20:30:00,8658.52
2025-05-31 20:45:00,8014.03
2025-05-31 21:00:00,7967.17
2025-05-31 21:15:00,6988.39
2025-05-31 21:30:00,6852.37
2025-05-31 21:45:00,6296.85
2025-05-31 22:00:00,5432.71
2025-05-31 22:15:00,5458.37
2025-05-31 22:30:00,4764.04
2025-05-31 22:45:00,4841.5
2025-05-31 23:00:00,4304.01
2025-05-31 23:15:00,4544.44
2025-05-31 23:30:00,4392.54
2025-05-31 23:45:00,4295.58
2025-06-01 00:00:00,3898.53
2025-06-01 00:15:00,3860.43
2025-06-01 00:30:00,3828.72
2025-06-01 00:45:00,3666.23
2025-06-01 01:00:00,3688.31
2025-06-01 01:15:00,3683.54
2025-06-01 01:30:00,3767.73
2025-06-01 01:45:00,3783.45
2025-06-01 02:00:00,3897.47
2025-06-01 02:15:00,3807.82
2025-06-01 02:30:00,3951.98
2025-06-01 02:45:00,3762.18
2025-06-01 03:00:00,3982.03
2025-06-01 03:15:00,3772.42
2025-06-01 03:30:00,3718.1
2025-06-01 03:45:00,3866.44
2025-06-01 04:00:00,4023.59
2025-06-01 04:15:00,3701.54
2025-06-01 04:30:00,4007.65
2025-06-01 04:45:00,3971.85
2025-06-01 05:00:00,3868.08
2025-06-01 05:15:00,3855.18
2025-06-01 05:30:00,3956.54
2025-06-01 05:45:00,3836.37
2025-06-01 06:00:00,4095.38
2025-06-01 06:15:00,3977.88
2025-06-01 06:30:00,4065.84
2025-06-01 06:45:00,4051.41
2025-06-01 07:00:00,4486.58
2025-06-01 07:15:00,4367.14
2025-06-01 07:30:00,4802.45
2025-06-01 07:45:00,4667.88
2025-06-01 08:00:00,4845.42
2025-06-01 08:15:00,4910.64
2025-06-01 08:30:00,4872.81
2025-06-01 08:45:00,4866.8
2025-06-01 09:00:00,4769.29
2025-06-01 09:15:00,4734.66
2025-06-01 09:30:00,4389.76
2025-06-01 09:45:00,4256.58
2025-06-01 10:00:00,4112.2
2025-06-01 10:15:00,3949.73
2025-06-01 10:30:00,3573.57
2025-06-01 10:45:00,3337.45
2025-06-01 11:00:00,3312.0
2025-06-01 11:15:00,2999.07
2025-06-01 11:30:00,2806.54
2025-06-01 11:45:00,2558.7
2025-06-01 12:00:00,2493.4
2025-06-01 12:15:00,2573.81
2025-06-01 12:30:00,2366.79
2025-06-01 12:45:00,2438.65
2025-06-01 13:00:00,2369.72
2025-06-01 13:15:00,2391.72
2025-06-01 13:30:00,2322.8
2025-06-01 13:45:00,2399.37
2025-06-01 14:00:00,2567.92
2025-06-01 14:15:00,2524.38
2025-06-01 14:30:00,2674.74
2025-06-01 14:45:00,3010.21
2025-06-01 15:00:00,3111.88
2025-06-01 15:15:00,3198.23
2025-06-01 15:30:00,3369.57
2025-06-01 15:45:00,3469.96
2025-06-01 16:00:00,3689.96
2025-06-01 16:15:00,3652.61
2025-06-01 16:30:00,3931.8
2025-06-01 16:45:00,3882.78
2025-06-01 17:00:00,4157.99
2025-06-01 17:15:00,4529.8
2025-06-01 17:30:00,4519.36
2025-06-01 17:45:00,4943.16
2025-06-01 18:00:00,5336.7
2025-06-01 18:15:00,6103.2
2025-06-01 18:30:00,6100.29
2025-06-01 18:45:00,6856.77
2025-06-01 19:00:00,7265.59
2025-06-01 19:15:00,7573.33
2025-06-01 19:30:00,8367.32
2025-06-01 19:45:00,8585.21
2025-06-01 20:00:00,8044.11
2025-06-01 20:15:00,8199.25
2025-06-01 20:30:00,8212.65
2025-06-01 20:45:00,7732.83
2025-06-01 21:00:00,7357.38
2025-06-01 21:15:00,6714.09
2025-06-01 21:30:00,6445.6
2025-06-01 21:45:00,5697.28
2025-06-01 22:00:00,5606.95
2025-06-01 22:15:00,5114.23
2025-06-01 22:30:00,4706.02
2025-06-01 22:45:00,4443.77
2025-06-01 23:00:00,4343.07
2025-06-01 23:15:00,4200.29
2025-06-01 23:30:00,4211.51
2025-06-01 23:45:00,3943.44
2025-06-02 00:00:00,3616.08
2025-06-02 00:15:00,3437.53
2025-06-02 00:30:00,3455.53
2025-06-02 00:45:00,3555.5
2025-06-02 01:00:00,3276.64
2025-06-02 01:15:00,3561.15
2025-06-02 01:30:00,3375.72
2025-06-02 01:45:00,3288.58
2025-06-02 02:00:00,3436.24
2025-06-02 02:15:00,3417.47
2025-06-02 02:30:00,3422.51
2025-06-02 02:45:00,3327.7
2025-06-02 03:00:00,3263.47
2025-06-02 03:15:00,3485.33
2025-06-02 03:30:00,3398.68
2025-06-02 03:45:00,3580.34
2025-06-02 04:00:00,3312.44
2025-06-02 04:15:00,3279.08
2025-06-02 04:30:00,3337.45
2025-06-02 04:45:00,3388.4
2025-06-02 05:00:00,3477.85
2025-06-02 05:15:00,3436.6
2025-06-02 05:30:00,3541.05
2025-06-02 05:45:00,3453.44
2025-06-02 06:00:00,3533.11
2025-06-02 06:15:00,3703.52
2025-06-02 06:30:00,3741.15
2025-06-02 06:45:00,3964.63
2025-06-02 07:00:00,4013.84
2025-06-02 07:15:00,4051.83
2025-06-02 07:30:00,3988.64
2025-06-02 07:45:00,4310.01
2025-06-02 08:00:00,4310.8
2025-06-02 08:15:00,4505.41
2025-06-02 08:30:00,4496.95
2025-06-02 08:45:00,4312.21
2025-06-02 09:00:00,4095.55
2025-06-02 09:15:00,4185.66
2025-06-02 09:30:00,4082.44
2025-06-02 09:45:00,3743.16
2025-06-02 10:00:00,3551.91
2025-06-02 10:15:00,3330.61
2025-06-02 10:30:00,3025.58
2025-06-02 10:45:00,2959.11
2025-06-02 11:00:00,2788.05
2025-06-02 11:15:00,2765.33
2025-06-02 11:30:00,2556.61
2025-06-02 11:45:00,2442.92
2025-06-02 12:00:00,2331.55
2025-06-02 12:15:00,2143.21
2025-06-02 12:30:00,2218.44
2025-06-02 12:45:00,2108.14
2025-06-02 13:00:00,2081.2
2025-06-02 13:15:00,2037.77
2025-06-02 13:30:00,2057.63
2025-06-02 13:45:00,2264.37
2025-06-02 14:00:00,2339.86
2025-06-02 14:15:00,2457.21
2025-06-02 14:30:00,2513.06
2025-06-02 14:45:00,2648.23
2025-06-02 15:00:00,2562.11
2025-06-02 15:15:00,2711.9
2025-06-02 15:30:00,2860.71
2025-06-02 15:45:00,3116.76
2025-06-02 16:00:00,3126.31
2025-06-02 16:15:00,3099.73
2025-06-02 16:30:00,3351.73
2025-06-02 16:45:00,3700.88
2025-06-02 17:00:00,3593.28
2025-06-02 17:15:00,3758.07
2025-06-02 17:30:00,4148.08
2025-06-02 17:45:00,4304.05
2025-06-02 18:00:00,4795.16
2025-06-02 18:15:00,5517.76
2025-06-02 18:30:00,5625.59
2025-06-02 18:45:00,6298.1
2025-06-02 19:00:00,6258.2
2025-06-02 19:15:00,6708.31
2025-06-02 19:30:00,6842.1
2025-06-02 19:45:00,6996.38
2025-06-02 20:00:00,7420.7
2025-06-02 20:15:00,7200.29
2025-06-02 20:30:00,7295.33
2025-06-02 20:45:00,6949.86
2025-06-02 21:00:00,6308.43
2025-06-02 21:15:00,5864.48
2025-06-02 21:30:00,5567.62
2025-06-02 21:45:00,5189.96
2025-06-02 22:00:00,4861.99
2025-06-02 22:15:00,4515.3
2025-06-02 22:30:00,4078.01
2025-06-02 22:45:00,4107.17
2025-06-02 23:00:00,3903.67
2025-06-02 23:15:00,3604.94
2025-06-02 23:30:00,3539.09
2025-06-02 23:45:00,3448.16
2025-06-03 00:00:00,2665.1
2025-06-03 00:15:00,2648.07
2025-06-03 00:30:00,2682.07
2025-06-03 00:45:00,2708.84
2025-06-03 01:00:00,2821.01
2025-06-03 01:15:00,2734.34
2025-06-03 01:30:00,2699.04
2025-06-03 01:45:00,2635.76
2025-06-03 02:00:00,2829.24
2025-06-03 02:15:00,2680.46
2025-06-03 02:30:00,2694.02
2025-06-03 02:45:00,2715.75
2025-06-03 03:00:00,2826.68
2025-06-03 03:15:00,2594.23
2025-06-03 03:30:00,2749.8
2025-06-03 03:45:00,2598.33
2025-06-03 04:00:00,2656.15
2025-06-03 04:15:00,2601.42
2025-06-03 04:30:00,2601.3
2025-06-03 04:45:00,2736.46
2025-06-03 05:00:00,2763.0
2025-06-03 05:15:00,2829.27
2025-06-03 05:30:00,2616.56
2025-06-03 05:45:00,2685.53
2025-06-03 06:00:00,2697.7
2025-06-03 06:15:00,2732.52
2025-06-03 06:30:00,3004.65
2025-06-03 06:45:00,3112.97
2025-06-03 07:00:00,2987.35
2025-06-03 07:15:00,3174.34
2025-06-03 07:30:00,3328.62
2025-06-03 07:45:00,3212.65
2025-06-03 08:00:00,3374.34
2025-06-03 08:15:00,3385.53
2025-06-03 08:30:00,3559.66
2025-06-03 08:45:00,3352.64
2025-06-03 09:00:00,3423.33
2025-06-03 09:15:00,3048.93
2025-06-03 09:30:00,3138.9
2025-06-03 09:45:00,2942.23
2025-06-03 10:00:00,2936.79
2025-06-03 10:15:00,2757.03
2025-06-03 10:30:00,2517.89
2025-06-03 10:45:00,2349.18
2025-06-03 11:00:00,2149.75
2025-06-03 11:15:00,2033.3
2025-06-03 11:30:00,2038.08
2025-06-03 11:45:00,1981.95
2025-06-03 12:00:00,1844.32
2025-06-03 12:15:00,1700.78
2025-06-03 12:30:00,1620.25
2025-06-03 12:45:00,1744.69
2025-06-03 13:00:00,1636.42
2025-06-03 13:15:00,1735.09
2025-06-03 13:30:00,1737.47
2025-06-03 13:45:00,1739.03
2025-06-03 14:00:00,1750.79
2025-06-03 14:15:00,1931.75
2025-06-03 14:30:00,2049.26
2025-06-03 14:45:00,1949.69
2025-06-03 15:00:00,2191.45
2025-06-03 15:15:00,2204.74
2025-06-03 15:30:00,2240.0
2025-06-03 15:45:00,2412.69
2025-06-03 16:00:00,2497.11
2025-06-03 16:15:00,2623.11
2025-06-03 16:30:00,2813.2
2025-06-03 16:45:00,2676.74
2025-06-03 17:00:00,3025.46
2025-06-03 17:15:00,3063.93
2025-06-03 17:30:00,3360.45
2025-06-03 17:45:00,3608.74
2025-06-03 18:00:00,3746.35
2025-06-03 18:15:00,3959.1
2025-06-03 18:30:00,4674.7
2025-06-03 18:45:00,5019.8
2025-06-03 19:00:00,4920.81
2025-06-03 19:15:00,5658.89
2025-06-03 19:30:00,5635.37
2025-06-03 19:45:00,6031.16
2025-06-03 20:00:00,6014.17
2025-06-03 20:15:00,6050.83
2025-06-03 20:30:00,5621.4
2025-06-03 20:45:00,5661.17
2025-06-03 21:00:00,5247.76
2025-06-03 21:15:00,4734.64
2025-06-03 21:30:00,4531.01
2025-06-03 21:45:00,4084.79
2025-06-03 22:00:00,3720.47
2025-06-03 22:15:00,3424.76
2025-06-03 22:30:00,3487.68
2025-06-03 22:45:00,3075.34
2025-06-03 23:00:00,3075.76
2025-06-03 23:15:00,2921.27
2025-06-03 23:30:00,2913.78
2025-06-03 23:45:00,2727.77
2025-06-04 00:00:00,3482.25
2025-06-04 00:15:00,3439.26
2025-06-04 00:30:00,3475.3
2025-06-04 00:45:00,3592.09
2025-06-04 01:00:00,3435.64
2025-06-04 01:15:00,3316.63
2025-06-04 01:30:00,3261.1
2025-06-04 01:45:00,3478.05
