ts,raw_inflow
2025-05-27 16:45:00,114.627
2025-05-27 17:00:00,114.11
2025-05-27 17:15:00,113.546
2025-05-27 17:30:00,112.945
2025-05-27 17:45:00,112.312
2025-05-27 18:00:00,111.657
2025-05-27 18:15:00,110.985
2025-05-27 18:30:00,110.306
2025-05-27 18:45:00,109.626
2025-05-27 19:00:00,108.951
2025-05-27 19:15:00,108.288
2025-05-27 19:30:00,107.642
2025-05-27 19:45:00,107.017
2025-05-27 20:00:00,106.419
2025-05-27 20:15:00,105.85
2025-05-27 20:30:00,105.313
2025-05-27 20:45:00,104.809
2025-05-27 21:00:00,104.34
2025-05-27 21:15:00,103.906
2025-05-27 21:30:00,103.507
2025-05-27 21:45:00,103.144
2025-05-27 22:00:00,102.814
2025-05-27 22:15:00,102.517
2025-05-27 22:30:00,102.251
2025-05-27 22:45:00,102.014
2025-05-27 23:00:00,101.805
2025-05-27 23:15:00,101.621
2025-05-27 23:30:00,101.46
2025-05-27 23:45:00,101.32
2025-05-28 00:00:00,106.968
2025-05-28 00:15:00,106.968
2025-05-28 00:30:00,106.969
2025-05-28 00:45:00,106.97
2025-05-28 01:00:00,106.972
2025-05-28 01:15:00,106.974
2025-05-28 01:30:00,106.977
2025-05-28 01:45:00,106.981
2025-05-28 02:00:00,106.985
2025-05-28 02:15:00,106.991
2025-05-28 02:30:00,106.998
2025-05-28 02:45:00,107.007
2025-05-28 03:00:00,107.019
2025-05-28 03:15:00,107.033
2025-05-28 03:30:00,107.051
2025-05-28 03:45:00,107.072
2025-05-28 04:00:00,107.099
2025-05-28 04:15:00,107.131
2025-05-28 04:30:00,107.171
2025-05-28 04:45:00,107.218
2025-05-28 05:00:00,107.275
2025-05-28 05:15:00,107.342
2025-05-28 05:30:00,107.422
2025-05-28 05:45:00,107.517
2025-05-28 06:00:00,107.627
2025-05-28 06:15:00,107.755
2025-05-28 06:30:00,107.904
2025-05-28 06:45:00,108.075
2025-05-28 07:00:00,108.271
2025-05-28 07:15:00,108.494
2025-05-28 07:30:00,108.746
2025-05-28 07:45:00,109.028
2025-05-28 08:00:00,109.344
2025-05-28 08:15:00,109.695
2025-05-28 08:30:00,110.082
2025-05-28 08:45:00,110.506
2025-05-28 09:00:00,110.967
2025-05-28 09:15:00,111.466
2025-05-28 09:30:00,112.002
2025-05-28 09:45:00,112.573
2025-05-28 10:00:00,113.179
2025-05-28 10:15:00,113.815
2025-05-28 10:30:00,114.479
2025-05-28 10:45:00,115.166
2025-05-28 11:00:00,115.871
2025-05-28 11:15:00,116.589
2025-05-28 11:30:00,117.312
2025-05-28 11:45:00,118.035
2025-05-28 12:00:00,118.749
2025-05-28 12:15:00,119.446
2025-05-28 12:30:00,120.119
2025-05-28 12:45:00,120.759
2025-05-28 13:00:00,121.358
2025-05-28 13:15:00,121.907
2025-05-28 13:30:00,122.401
2025-05-28 13:45:00,122.831
2025-05-28 14:00:00,123.192
2025-05-28 14:15:00,123.479
2025-05-28 14:30:00,123.687
2025-05-28 14:45:00,123.813
2025-05-28 15:00:00,123.855
2025-05-28 15:15:00,123.813
2025-05-28 15:30:00,123.687
2025-05-28 15:45:00,123.479
2025-05-28 16:00:00,123.192
2025-05-28 16:15:00,122.831
2025-05-28 16:30:00,122.401
2025-05-28 16:45:00,121.907
2025-05-28 17:00:00,121.358
2025-05-28 17:15:00,120.759
2025-05-28 17:30:00,120.119
2025-05-28 17:45:00,119.446
2025-05-28 18:00:00,118.749
2025-05-28 18:15:00,118.035
2025-05-28 18:30:00,117.312
2025-05-28 18:45:00,116.589
2025-05-28 19:00:00,115.871
2025-05-28 19:15:00,115.166
2025-05-28 19:30:00,114.479
2025-05-28 19:45:00,113.815
2025-05-28 20:00:00,113.179
2025-05-28 20:15:00,112.573
2025-05-28 20:30:00,112.002
2025-05-28 20:45:00,111.466
2025-05-28 21:00:00,110.967
2025-05-28 21:15:00,110.506
2025-05-28 21:30:00,110.082
2025-05-28 21:45:00,109.695
2025-05-28 22:00:00,109.344
2025-05-28 22:15:00,109.028
2025-05-28 22:30:00,108.746
2025-05-28 22:45:00,108.494
2025-05-28 23:00:00,108.271
2025-05-28 23:15:00,108.075
2025-05-28 23:30:00,107.904
2025-05-28 23:45:00,107.755
2025-05-29 00:00:00,114.927
2025-05-29 00:15:00,114.927
2025-05-29 00:30:00,114.928
2025-05-29 00:45:00,114.93
2025-05-29 01:00:00,114.931
2025-05-29 01:15:00,114.934
2025-05-29 01:30:00,114.937
2025-05-29 01:45:00,114.941
2025-05-29 02:00:00,114.945
2025-05-29 02:15:00,114.952
2025-05-29 02:30:00,114.959
2025-05-29 02:45:00,114.969
2025-05-29 03:00:00,114.982
2025-05-29 03:15:00,114.997
2025-05-29 03:30:00,115.016
2025-05-29 03:45:00,115.039
2025-05-29 04:00:00,115.068
2025-05-29 04:15:00,115.103
2025-05-29 04:30:00,115.145
2025-05-29 04:45:00,115.196
2025-05-29 05:00:00,115.257
2025-05-29 05:15:00,115.329
2025-05-29 05:30:00,115.415
2025-05-29 05:45:00,115.516
2025-05-29 06:00:00,115.635
2025-05-29 06:15:00,115.773
2025-05-29 06:30:00,115.933
2025-05-29 06:45:00,116.117
2025-05-29 07:00:00,116.327
2025-05-29 07:15:00,116.566
2025-05-29 07:30:00,116.837
2025-05-29 07:45:00,117.141
2025-05-29 08:00:00,117.48
2025-05-29 08:15:00,117.857
2025-05-29 08:30:00,118.273
2025-05-29 08:45:00,118.728
2025-05-29 09:00:00,119.224
2025-05-29 09:15:00,119.76
2025-05-29 09:30:00,120.335
2025-05-29 09:45:00,120.95
2025-05-29 10:00:00,121.6
2025-05-29 10:15:00,122.284
2025-05-29 10:30:00,122.997
2025-05-29 10:45:00,123.735
2025-05-29 11:00:00,124.493
2025-05-29 11:15:00,125.264
2025-05-29 11:30:00,126.041
2025-05-29 11:45:00,126.817
2025-05-29 12:00:00,127.584
2025-05-29 12:15:00,128.334
2025-05-29 12:30:00,129.056
2025-05-29 12:45:00,129.744
2025-05-29 13:00:00,130.387
2025-05-29 13:15:00,130.978
2025-05-29 13:30:00,131.508
2025-05-29 13:45:00,131.971
2025-05-29 14:00:00,132.359
2025-05-29 14:15:00,132.667
2025-05-29 14:30:00,132.89
2025-05-29 14:45:00,133.025
2025-05-29 15:00:00,133.07
2025-05-29 15:15:00,133.025
2025-05-29 15:30:00,132.89
2025-05-29 15:45:00,132.667
2025-05-29 16:00:00,132.359
2025-05-29 16:15:00,131.971
2025-05-29 16:30:00,131.508
2025-05-29 16:45:00,130.978
2025-05-29 17:00:00,130.387
2025-05-29 17:15:00,129.744
2025-05-29 17:30:00,129.056
2025-05-29 17:45:00,128.334
2025-05-29 18:00:00,127.584
2025-05-29 18:15:00,126.817
2025-05-29 18:30:00,126.041
2025-05-29 18:45:00,125.264
2025-05-29 19:00:00,124.493
2025-05-29 19:15:00,123.735
2025-05-29 19:30:00,122.997
2025-05-29 19:45:00,122.284
2025-05-29 20:00:00,121.6
2025-05-29 20:15:00,120.95
2025-05-29 20:30:00,120.335
2025-05-29 20:45:00,119.76
2025-05-29 21:00:00,119.224
2025-05-29 21:15:00,118.728
2025-05-29 21:30:00,118.273
2025-05-29 21:45:00,117.857
2025-05-29 22:00:00,117.48
2025-05-29 22:15:00,117.141
2025-05-29 22:30:00,116.837
2025-05-29 22:45:00,116.566
2025-05-29 23:00:00,116.327
2025-05-29 23:15:00,116.117
2025-05-29 23:30:00,115.933
2025-05-29 23:45:00,115.773
2025-05-30 00:00:00,121.638
2025-05-30 00:15:00,121.639
2025-05-30 00:30:00,121.64
2025-05-30 00:45:00,121.642
2025-05-30 01:00:00,121.644
2025-05-30 01:15:00,121.646
2025-05-30 01:30:00,121.649
2025-05-30 01:45:00,121.653
2025-05-30 02:00:00,121.658
2025-05-30 02:15:00,121.665
2025-05-30 02:30:00,121.673
2025-05-30 02:45:00,121.684
2025-05-30 03:00:00,121.697
2025-05-30 03:15:00,121.713
2025-05-30 03:30:00,121.733
2025-05-30 03:45:00,121.758
2025-05-30 04:00:00,121.788
2025-05-30 04:15:00,121.825
2025-05-30 04:30:00,121.87
2025-05-30 04:45:00,121.923
2025-05-30 05:00:00,121.988
2025-05-30 05:15:00,122.065
2025-05-30 05:30:00,122.156
2025-05-30 05:45:00,122.263
2025-05-30 06:00:00,122.388
2025-05-30 06:15:00,122.534
2025-05-30 06:30:00,122.703
2025-05-30 06:45:00,122.898
2025-05-30 07:00:00,123.121
2025-05-30 07:15:00,123.374
2025-05-30 07:30:00,123.66
2025-05-30 07:45:00,123.982
2025-05-30 08:00:00,124.341
2025-05-30 08:15:00,124.74
2025-05-30 08:30:00,125.18
2025-05-30 08:45:00,125.662
2025-05-30 09:00:00,126.186
2025-05-30 09:15:00,126.754
2025-05-30 09:30:00,127.363
2025-05-30 09:45:00,128.013
2025-05-30 10:00:00,128.701
2025-05-30 10:15:00,129.425
2025-05-30 10:30:00,130.18
2025-05-30 10:45:00,130.961
2025-05-30 11:00:00,131.763
2025-05-30 11:15:00,132.579
2025-05-30 11:30:00,133.402
2025-05-30 11:45:00,134.224
2025-05-30 12:00:00,135.035
2025-05-30 12:15:00,135.828
2025-05-30 12:30:00,136.593
2025-05-30 12:45:00,137.321
2025-05-30 13:00:00,138.002
2025-05-30 13:15:00,138.627
2025-05-30 13:30:00,139.189
2025-05-30 13:45:00,139.678
2025-05-30 14:00:00,140.089
2025-05-30 14:15:00,140.414
2025-05-30 14:30:00,140.651
2025-05-30 14:45:00,140.794
2025-05-30 15:00:00,140.842
2025-05-30 15:15:00,140.794
2025-05-30 15:30:00,140.651
2025-05-30 15:45:00,140.414
2025-05-30 16:00:00,140.089
2025-05-30 16:15:00,139.678
2025-05-30 16:30:00,139.189
2025-05-30 16:45:00,138.627
2025-05-30 17:00:00,138.002
2025-05-30 17:15:00,137.321
2025-05-30 17:30:00,136.593
2025-05-30 17:45:00,135.828
2025-05-30 18:00:00,135.035
2025-05-30 18:15:00,134.224
2025-05-30 18:30:00,133.402
2025-05-30 18:45:00,132.579
2025-05-30 19:00:00,131.763
2025-05-30 19:15:00,130.961
2025-05-30 19:30:00,130.18
2025-05-30 19:45:00,129.425
2025-05-30 20:00:00,128.701
2025-05-30 20:15:00,128.013
2025-05-30 20:30:00,127.363
2025-05-30 20:45:00,126.754
2025-05-30 21:00:00,126.186
2025-05-30 21:15:00,125.662
2025-05-30 21:30:00,125.18
2025-05-30 21:45:00,124.74
2025-05-30 22:00:00,124.341
2025-05-30 22:15:00,123.982
2025-05-30 22:30:00,123.66
2025-05-30 22:45:00,123.374
2025-05-30 23:00:00,123.121
2025-05-30 23:15:00,122.898
2025-05-30 23:30:00,122.703
2025-05-30 23:45:00,122.534
2025-05-31 00:00:00,103.167
2025-05-31 00:15:00,103.168
2025-05-31 00:30:00,103.169
2025-05-31 00:45:00,103.17
2025-05-31 01:00:00,103.172
2025-05-31 01:15:00,103.174
2025-05-31 01:30:00,103.177
2025-05-31 01:45:00,103.18
2025-05-31 02:00:00,103.184
2025-05-31 02:15:00,103.19
2025-05-31 02:30:00,103.197
2025-05-31 02:45:00,103.206
2025-05-31 03:00:00,103.217
2025-05-31 03:15:00,103.231
2025-05-31 03:30:00,103.248
2025-05-31 03:45:00,103.269
2025-05-31 04:00:00,103.294
2025-05-31 04:15:00,103.326
2025-05-31 04:30:00,103.363
2025-05-31 04:45:00,103.409
2025-05-31 05:00:00,103.464
2025-05-31 05:15:00,103.529
2025-05-31 05:30:00,103.606
2025-05-31 05:45:00,103.697
2025-05-31 06:00:00,103.803
2025-05-31 06:15:00,103.927
2025-05-31 06:30:00,104.071
2025-05-31 06:45:00,104.236
2025-05-31 07:00:00,104.425
2025-05-31 07:15:00,104.639
2025-05-31 07:30:00,104.882
2025-05-31 07:45:00,105.155
2025-05-31 08:00:00,105.46
2025-05-31 08:15:00,105.798
2025-05-31 08:30:00,106.171
2025-05-31 08:45:00,106.58
2025-05-31 09:00:00,107.025
2025-05-31 09:15:00,107.506
2025-05-31 09:30:00,108.023
2025-05-31 09:45:00,108.574
2025-05-31 10:00:00,109.158
2025-05-31 10:15:00,109.772
2025-05-31 10:30:00,110.412
2025-05-31 10:45:00,111.074
2025-05-31 11:00:00,111.755
2025-05-31 11:15:00,112.447
2025-05-31 11:30:00,113.145
2025-05-31 11:45:00,113.842
2025-05-31 12:00:00,114.53
2025-05-31 12:15:00,115.203
2025-05-31 12:30:00,115.852
2025-05-31 12:45:00,116.469
2025-05-31 13:00:00,117.046
2025-05-31 13:15:00,117.577
2025-05-31 13:30:00,118.053
2025-05-31 13:45:00,118.468
2025-05-31 14:00:00,118.816
2025-05-31 14:15:00,119.092
2025-05-31 14:30:00,119.293
2025-05-31 14:45:00,119.414
2025-05-31 15:00:00,119.455
2025-05-31 15:15:00,119.414
2025-05-31 15:30:00,119.293
2025-05-31 15:45:00,119.092
2025-05-31 16:00:00,118.816
2025-05-31 16:15:00,118.468
2025-05-31 16:30:00,118.053
2025-05-31 16:45:00,117.577
2025-05-31 17:00:00,117.046
2025-05-31 17:15:00,116.469
2025-05-31 17:30:00,115.852
2025-05-31 17:45:00,115.203
2025-05-31 18:00:00,114.53
2025-05-31 18:15:00,113.842
2025-05-31 18:30:00,113.145
2025-05-31 18:45:00,112.447
2025-05-31 19:00:00,111.755
2025-05-31 19:15:00,111.074
2025-05-31 19:30:00,110.412
2025-05-31 19:45:00,109.772
2025-05-31 20:00:00,109.158
2025-05-31 20:15:00,108.574
2025-05-31 20:30:00,108.023
2025-05-31 20:45:00,107.506
2025-05-31 21:00:00,107.025
2025-05-31 21:15:00,106.58
2025-05-31 21:30:00,106.171
2025-05-31 21:45:00,105.798
2025-05-31 22:00:00,105.46
2025-05-31 22:15:00,105.155
2025-05-31 22:30:00,104.882
2025-05-31 22:45:00,104.639
2025-05-31 23:00:00,104.425
2025-05-31 23:15:00,104.236
2025-05-31 23:30:00,104.071
2025-05-31 23:45:00,103.927
2025-06-01 00:00:00,315.395
2025-06-01 00:15:00,315.397
2025-06-01 00:30:00,315.4
2025-06-01 00:45:00,315.403
2025-06-01 01:00:00,315.408
2025-06-01 01:15:00,315.414
2025-06-01 01:30:00,315.423
2025-06-01 01:45:00,315.433
2025-06-01 02:00:00,315.446
2025-06-01 02:15:00,315.463
2025-06-01 02:30:00,315.485
2025-06-01 02:45:00,315.512
2025-06-01 03:00:00,315.546
2025-06-01 03:15:00,315.588
2025-06-01 03:30:00,315.64
2025-06-01 03:45:00,315.704
2025-06-01 04:00:00,315.782
2025-06-01 04:15:00,315.878
2025-06-01 04:30:00,315.994
2025-06-01 04:45:00,316.133
2025-06-01 05:00:00,316.301
2025-06-01 05:15:00,316.5
2025-06-01 05:30:00,316.736
2025-06-01 05:45:00,317.014
2025-06-01 06:00:00,317.339
2025-06-01 06:15:00,317.718
2025-06-01 06:30:00,318.156
2025-06-01 06:45:00,318.661
2025-06-01 07:00:00,319.238
2025-06-01 07:15:00,319.895
2025-06-01 07:30:00,320.637
2025-06-01 07:45:00,321.471
2025-06-01 08:00:00,322.403
2025-06-01 08:15:00,323.437
2025-06-01 08:30:00,324.577
2025-06-01 08:45:00,325.827
2025-06-01 09:00:00,327.187
2025-06-01 09:15:00,328.658
2025-06-01 09:30:00,330.238
2025-06-01 09:45:00,331.924
2025-06-01 10:00:00,333.708
2025-06-01 10:15:00,335.584
2025-06-01 10:30:00,337.542
2025-06-01 10:45:00,339.567
2025-06-01 11:00:00,341.647
2025-06-01 11:15:00,343.763
2025-06-01 11:30:00,345.896
2025-06-01 11:45:00,348.027
2025-06-01 12:00:00,350.132
2025-06-01 12:15:00,352.188
2025-06-01 12:30:00,354.171
2025-06-01 12:45:00,356.058
2025-06-01 13:00:00,357.824
2025-06-01 13:15:00,359.445
2025-06-01 13:30:00,360.901
2025-06-01 13:45:00,362.17
2025-06-01 14:00:00,363.234
2025-06-01 14:15:00,364.079
2025-06-01 14:30:00,364.691
2025-06-01 14:45:00,365.062
2025-06-01 15:00:00,365.187
2025-06-01 15:15:00,365.062
2025-06-01 15:30:00,364.691
2025-06-01 15:45:00,364.079
2025-06-01 16:00:00,363.234
2025-06-01 16:15:00,362.17
2025-06-01 16:30:00,360.901
2025-06-01 16:45:00,359.445
2025-06-01 17:00:00,357.824
2025-06-01 17:15:00,356.058
2025-06-01 17:30:00,354.171
2025-06-01 17:45:00,352.188
2025-06-01 18:00:00,350.132
2025-06-01 18:15:00,348.027
2025-06-01 18:30:00,345.896
2025-06-01 18:45:00,343.763
2025-06-01 19:00:00,341.647
2025-06-01 19:15:00,339.567
2025-06-01 19:30:00,337.542
2025-06-01 19:45:00,335.584
2025-06-01 20:00:00,333.708
2025-06-01 20:15:00,331.924
2025-06-01 20:30:00,330.238
2025-06-01 20:45:00,328.658
2025-06-01 21:00:00,327.187
2025-06-01 21:15:00,325.827
2025-06-01 21:30:00,324.577
2025-06-01 21:45:00,323.437
2025-06-01 22:00:00,322.403
2025-06-01 22:15:00,321.471
2025-06-01 22:30:00,320.637
2025-06-01 22:45:00,319.895
2025-06-01 23:00:00,319.238
2025-06-01 23:15:00,318.661
2025-06-01 23:30:00,318.156
2025-06-01 23:45:00,317.718
2025-06-02 00:00:00,660.511
2025-06-02 00:15:00,660.516
2025-06-02 00:30:00,660.522
2025-06-02 00:45:00,660.529
2025-06-02 01:00:00,660.539
2025-06-02 01:15:00,660.552
2025-06-02 01:30:00,660.569
2025-06-02 01:45:00,660.591
2025-06-02 02:00:00,660.619
2025-06-02 02:15:00,660.655
2025-06-02 02:30:00,660.7
2025-06-02 02:45:00,660.756
2025-06-02 03:00:00,660.827
2025-06-02 03:15:00,660.915
2025-06-02 03:30:00,661.024
2025-06-02 03:45:00,661.158
2025-06-02 04:00:00,661.323
2025-06-02 04:15:00,661.523
2025-06-02 04:30:00,661.766
2025-06-02 04:45:00,662.058
2025-06-02 05:00:00,662.408
2025-06-02 05:15:00,662.826
2025-06-02 05:30:00,663.32
2025-06-02 05:45:00,663.901
2025-06-02 06:00:00,664.583
2025-06-02 06:15:00,665.376
2025-06-02 06:30:00,666.294
2025-06-02 06:45:00,667.351
2025-06-02 07:00:00,668.56
2025-06-02 07:15:00,669.936
2025-06-02 07:30:00,671.49
2025-06-02 07:45:00,673.237
2025-06-02 08:00:00,675.188
2025-06-02 08:15:00,677.354
2025-06-02 08:30:00,679.742
2025-06-02 08:45:00,682.359
2025-06-02 09:00:00,685.207
2025-06-02 09:15:00,688.288
2025-06-02 09:30:00,691.597
2025-06-02 09:45:00,695.126
2025-06-02 10:00:00,698.864
2025-06-02 10:15:00,702.793
2025-06-02 10:30:00,706.892
2025-06-02 10:45:00,711.135
2025-06-02 11:00:00,715.489
2025-06-02 11:15:00,719.921
2025-06-02 11:30:00,724.389
2025-06-02 11:45:00,728.85
2025-06-02 12:00:00,733.258
2025-06-02 12:15:00,737.565
2025-06-02 12:30:00,741.719
2025-06-02 12:45:00,745.67
2025-06-02 13:00:00,749.368
2025-06-02 13:15:00,752.764
2025-06-02 13:30:00,755.811
2025-06-02 13:45:00,758.469
2025-06-02 14:00:00,760.698
2025-06-02 14:15:00,762.467
2025-06-02 14:30:00,763.75
2025-06-02 14:45:00,764.527
2025-06-02 15:00:00,764.788
2025-06-02 15:15:00,764.527
2025-06-02 15:30:00,763.75
2025-06-02 15:45:00,762.467
2025-06-02 16:00:00,760.698
2025-06-02 16:15:00,758.469
2025-06-02 16:30:00,755.811
2025-06-02 16:45:00,752.764
2025-06-02 17:00:00,749.368
2025-06-02 17:15:00,745.67
2025-06-02 17:30:00,741.719
2025-06-02 17:45:00,737.565
2025-06-02 18:00:00,733.258
2025-06-02 18:15:00,728.85
2025-06-02 18:30:00,724.389
2025-06-02 18:45:00,719.921
2025-06-02 19:00:00,715.489
2025-06-02 19:15:00,711.135
2025-06-02 19:30:00,706.892
2025-06-02 19:45:00,702.793
2025-06-02 20:00:00,698.864
2025-06-02 20:15:00,695.126
2025-06-02 20:30:00,691.597
2025-06-02 20:45:00,688.288
2025-06-02 21:00:00,685.207
2025-06-02 21:15:00,682.359
2025-06-02 21:30:00,679.742
2025-06-02 21:45:00,677.354
2025-06-02 22:00:00,675.188
2025-06-02 22:15:00,673.237
2025-06-02 22:30:00,671.49
2025-06-02 22:45:00,669.936
2025-06-02 23:00:00,668.56
2025-06-02 23:15:00,667.351
2025-06-02 23:30:00,666.294
2025-06-02 23:45:00,665.376
2025-06-03 00:00:00,411.652
2025-06-03 00:15:00,411.654
2025-06-03 00:30:00,411.658
2025-06-03 00:45:00,411.663
2025-06-03 01:00:00,411.669
2025-06-03 01:15:00,411.677
2025-06-03 01:30:00,411.688
2025-06-03 01:45:00,411.702
2025-06-03 02:00:00,411.719
2025-06-03 02:15:00,411.741
2025-06-03 02:30:00,411.769
2025-06-03 02:45:00,411.804
2025-06-03 03:00:00,411.848
2025-06-03 03:15:00,411.903
2025-06-03 03:30:00,411.971
2025-06-03 03:45:00,412.055
2025-06-03 04:00:00,412.158
2025-06-03 04:15:00,412.282
2025-06-03 04:30:00,412.434
2025-06-03 04:45:00,412.616
2025-06-03 05:00:00,412.834
2025-06-03 05:15:00,413.094
2025-06-03 05:30:00,413.402
2025-06-03 05:45:00,413.765
2025-06-03 06:00:00,414.189
2025-06-03 06:15:00,414.684
2025-06-03 06:30:00,415.256
2025-06-03 06:45:00,415.915
2025-06-03 07:00:00,416.668
2025-06-03 07:15:00,417.525
2025-06-03 07:30:00,418.494
2025-06-03 07:45:00,419.583
2025-06-03 08:00:00,420.799
2025-06-03 08:15:00,422.148
2025-06-03 08:30:00,423.637
2025-06-03 08:45:00,425.268
2025-06-03 09:00:00,427.043
2025-06-03 09:15:00,428.963
2025-06-03 09:30:00,431.025
2025-06-03 09:45:00,433.225
2025-06-03 10:00:00,435.554
2025-06-03 10:15:00,438.003
2025-06-03 10:30:00,440.558
2025-06-03 10:45:00,443.202
2025-06-03 11:00:00,445.916
2025-06-03 11:15:00,448.677
2025-06-03 11:30:00,451.462
2025-06-03 11:45:00,454.243
2025-06-03 12:00:00,456.99
2025-06-03 12:15:00,459.674
2025-06-03 12:30:00,462.263
2025-06-03 12:45:00,464.725
2025-06-03 13:00:00,467.03
2025-06-03 13:15:00,469.146
2025-06-03 13:30:00,471.046
2025-06-03 13:45:00,472.702
2025-06-03 14:00:00,474.091
2025-06-03 14:15:00,475.194
2025-06-03 14:30:00,475.993
2025-06-03 14:45:00,476.478
2025-06-03 15:00:00,476.64
2025-06-03 15:15:00,476.478
2025-06-03 15:30:00,475.993
2025-06-03 15:45:00,475.194
2025-06-03 16:00:00,474.091
2025-06-03 16:15:00,472.702
2025-06-03 16:30:00,471.046
2025-06-03 16:45:00,469.146
2025-06-03 17:00:00,467.03
2025-06-03 17:15:00,464.725
2025-06-03 17:30:00,462.263
2025-06-03 17:45:00,459.674
2025-06-03 18:00:00,456.99
2025-06-03 18:15:00,454.243
2025-06-03 18:30:00,451.462
2025-06-03 18:45:00,448.677
2025-06-03 19:00:00,445.916
2025-06-03 19:15:00,443.202
2025-06-03 19:30:00,440.558
2025-06-03 19:45:00,438.003
2025-06-03 20:00:00,435.554
2025-06-03 20:15:00,433.225
2025-06-03 20:30:00,431.025
2025-06-03 20:45:00,428.963
2025-06-03 21:00:00,427.043
2025-06-03 21:15:00,425.268
2025-06-03 21:30:00,423.637
2025-06-03 21:45:00,422.148
2025-06-03 22:00:00,420.799
2025-06-03 22:15:00,419.583
2025-06-03 22:30:00,418.494
2025-06-03 22:45:00,417.525
2025-06-03 23:00:00,416.668
2025-06-03 23:15:00,415.915
2025-06-03 23:30:00,415.256
2025-06-03 23:45:00,414.684
2025-06-04 00:00:00,673.789
2025-06-04 00:15:00,673.794
2025-06-04 00:30:00,673.8
2025-06-04 00:45:00,673.808
2025-06-04 01:00:00,673.818
2025-06-04 01:15:00,673.832
2025-06-04 01:30:00,673.849
2025-06-04 01:45:00,673.871
2025-06-04 02:00:00,673.9
2025-06-04 02:15:00,673.936
2025-06-04 02:30:00,673.982
2025-06-04 02:45:00,674.039
2025-06-04 03:00:00,674.111
2025-06-04 03:15:00,674.201
2025-06-04 03:30:00,674.313
2025-06-04 03:45:00,674.45
2025-06-04 04:00:00,674.617
2025-06-04 04:15:00,674.822
2025-06-04 04:30:00,675.069
2025-06-04 04:45:00,675.368
2025-06-04 05:00:00,675.725
2025-06-04 05:15:00,676.15
2025-06-04 05:30:00,676.654
2025-06-04 05:45:00,677.248
2025-06-04 06:00:00,677.943
2025-06-04 06:15:00,678.752
2025-06-04 06:30:00,679.689
2025-06-04 06:45:00,680.767
2025-06-04 07:00:00,682.0
2025-06-04 07:15:00,683.403
2025-06-04 07:30:00,684.989
2025-06-04 07:45:00,686.771
2025-06-04 08:00:00,688.762
2025-06-04 08:15:00,690.97
2025-06-04 08:30:00,693.407
2025-06-04 08:45:00,696.076
2025-06-04 09:00:00,698.982
2025-06-04 09:15:00,702.125
2025-06-04 09:30:00,705.5
2025-06-04 09:45:00,709.101
2025-06-04 10:00:00,712.913
2025-06-04 10:15:00,716.921
2025-06-04 10:30:00,721.103
2025-06-04 10:45:00,725.43
2025-06-04 11:00:00,729.873
2025-06-04 11:15:00,734.393
2025-06-04 11:30:00,738.951
2025-06-04 11:45:00,743.502
2025-06-04 12:00:00,747.999
2025-06-04 12:15:00,752.392
2025-06-04 12:30:00,756.63
2025-06-04 12:45:00,760.66
2025-06-04 13:00:00,764.432
2025-06-04 13:15:00,767.896
